,0.1,0.9,0.5
2019-01-29 11:15:00,120241.0390625,155201.671875,136268.984375
2019-01-29 11:20:00,122512.703125,152217.421875,134565.734375
2019-01-29 11:25:00,119804.3046875,152241.53125,136908.84375
2019-01-29 11:30:00,119792.0703125,152737.984375,136101.84375
2019-01-29 11:35:00,119209.046875,155136.8125,136551.84375
2019-01-29 11:40:00,119892.6328125,151937.015625,137404.9375
2019-01-29 11:45:00,119602.015625,151729.703125,134361.265625
2019-01-29 11:50:00,117786.484375,152049.09375,136530.828125
2019-01-29 11:55:00,118530.96875,156305.390625,134594.609375
2019-01-29 12:00:00,113056.03125,151907.34375,131790.421875
2019-01-29 12:05:00,116199.6875,149156.6875,128933.359375
2019-01-29 12:10:00,115048.859375,150272.765625,132791.9375
2019-01-29 12:15:00,113583.921875,149175.65625,130099.109375
2019-01-29 12:20:00,116416.453125,148184.15625,129684.828125
2019-01-29 12:25:00,116437.65625,147933.359375,129461.7890625
2019-01-29 12:30:00,114085.4765625,148702.390625,128266.3203125
2019-01-29 12:35:00,113816.1640625,147508.296875,127498.53125
2019-01-29 12:40:00,109536.078125,146237.390625,129234.5234375
2019-01-29 12:45:00,113404.6015625,145789.4375,128620.6328125
2019-01-29 12:50:00,112274.1171875,145547.75,127428.8046875
2019-01-29 12:55:00,111295.2578125,145317.5625,127427.0
2019-01-29 13:00:00,111791.90625,143038.828125,123747.6796875
2019-01-29 13:05:00,107592.1328125,143556.875,123247.1171875
2019-01-29 13:10:00,105876.375,137852.140625,121464.0234375
2019-01-29 13:15:00,106915.9765625,140235.34375,123739.703125
2019-01-29 13:20:00,106401.21875,138165.015625,121684.171875
2019-01-29 13:25:00,108344.9921875,139533.8125,121429.71875
2019-01-29 13:30:00,106280.390625,139954.640625,124047.9921875
2019-01-29 13:35:00,107159.7578125,141565.71875,120501.046875
2019-01-29 13:40:00,105399.1171875,139352.109375,122610.625
2019-01-29 13:45:00,106853.046875,138495.6875,121808.5234375
2019-01-29 13:50:00,107485.875,137637.671875,121914.421875
2019-01-29 13:55:00,104773.5234375,139542.703125,122005.65625
2019-01-29 14:00:00,105593.171875,138705.90625,120637.0703125
2019-01-29 14:05:00,106556.296875,139173.375,122271.6171875
2019-01-29 14:10:00,104490.5078125,140159.625,122843.90625
2019-01-29 14:15:00,105375.2734375,143852.34375,121430.578125
2019-01-29 14:20:00,106601.0390625,140005.53125,124169.453125
2019-01-29 14:25:00,106126.6328125,142920.515625,121355.515625
2019-01-29 14:30:00,107627.5,139245.234375,124397.703125
2019-01-29 14:35:00,106765.203125,142365.625,121383.546875
2019-01-29 14:40:00,106982.4765625,145668.453125,125645.4921875
2019-01-29 14:45:00,108936.7265625,145637.96875,125382.4453125
2019-01-29 14:50:00,109643.40625,145270.015625,126089.1953125
2019-01-29 14:55:00,109211.8203125,148544.484375,126820.1328125
2019-01-29 15:00:00,108427.015625,147556.25,127791.9609375
2019-01-29 15:05:00,108744.3671875,144952.84375,126922.015625
2019-01-29 15:10:00,108487.59375,148458.0625,127737.2421875
2019-01-29 15:15:00,110286.828125,148290.5625,128357.328125
2019-01-29 15:20:00,110856.71875,155492.0,131176.234375
2019-01-29 15:25:00,110939.7421875,152089.578125,130894.65625
2019-01-29 15:30:00,111944.1796875,152746.015625,131500.71875
2019-01-29 15:35:00,115221.609375,155131.390625,134712.890625
2019-01-29 15:40:00,115573.9765625,159264.296875,135562.59375
2019-01-29 15:45:00,115989.640625,154889.203125,136539.765625
2019-01-29 15:50:00,119508.5234375,161979.546875,140000.984375
2019-01-29 15:55:00,116885.4765625,164104.921875,141252.625
2019-01-29 16:00:00,122155.875,162220.09375,141691.390625
2019-01-29 16:05:00,120666.5546875,163699.640625,140455.265625
2019-01-29 16:10:00,122335.109375,166570.328125,143258.359375
2019-01-29 16:15:00,122434.625,164722.6875,142925.984375
2019-01-29 16:20:00,127372.90625,171346.84375,147416.21875
2019-01-29 16:25:00,129511.84375,172782.4375,147825.109375
2019-01-29 16:30:00,127896.9765625,173779.953125,148529.75
2019-01-29 16:35:00,128505.484375,177987.015625,149826.203125
2019-01-29 16:40:00,132726.0625,179858.515625,153822.296875
2019-01-29 16:45:00,135998.75,180756.5,157195.1875
2019-01-29 16:50:00,138096.671875,179620.484375,155426.125
2019-01-29 16:55:00,137981.296875,186872.875,161832.5625
2019-01-29 17:00:00,140009.125,189806.515625,159724.515625
2019-01-29 17:05:00,142169.3125,189492.03125,163725.40625
2019-01-29 17:10:00,138769.40625,192029.921875,163753.40625
2019-01-29 17:15:00,140857.21875,195891.09375,164142.1875
2019-01-29 17:20:00,143907.125,188430.53125,166402.53125
2019-01-29 17:25:00,140816.0,198207.0,166062.875
2019-01-29 17:30:00,145203.5625,196859.9375,167838.828125
2019-01-29 17:35:00,144261.0,197844.53125,169738.484375
2019-01-29 17:40:00,148846.359375,202525.125,172137.015625
2019-01-29 17:45:00,147307.953125,202075.09375,168941.0625
2019-01-29 17:50:00,147152.21875,196219.5,172310.09375
2019-01-29 17:55:00,149427.078125,202582.734375,173776.90625
2019-01-29 18:00:00,145374.546875,193002.03125,167043.625
2019-01-29 18:05:00,142913.1875,189498.09375,169147.609375
2019-01-29 18:10:00,140454.796875,195433.96875,168246.3125
2019-01-29 18:15:00,139227.203125,189430.828125,162860.765625
2019-01-29 18:20:00,139769.53125,182095.484375,160722.15625
2019-01-29 18:25:00,137142.1875,179360.21875,158705.265625
2019-01-29 18:30:00,136488.09375,178066.46875,153931.5
2019-01-29 18:35:00,129865.1875,174239.890625,152554.015625
2019-01-29 18:40:00,127190.1796875,166854.84375,147606.125
2019-01-29 18:45:00,126382.6796875,165123.578125,144475.3125
2019-01-29 18:50:00,123829.1953125,157438.703125,139045.484375
2019-01-29 18:55:00,119884.9375,153786.59375,136107.171875
2019-01-29 19:00:00,113565.0625,144793.890625,131734.359375
2019-01-29 19:05:00,111721.1875,143737.21875,124793.0
2019-01-29 19:10:00,107189.2578125,134240.28125,120956.3046875
2019-01-29 19:15:00,103430.046875,131113.109375,116056.5078125
2019-01-29 19:20:00,98117.6015625,126128.2109375,113387.625
2019-01-29 19:25:00,96153.578125,122514.875,107929.7265625
2019-01-29 19:30:00,91143.375,116803.578125,103917.203125
2019-01-29 19:35:00,88320.3671875,112803.9609375,98951.953125
2019-01-29 19:40:00,84692.140625,104161.2421875,95645.1953125
2019-01-29 19:45:00,80728.078125,102942.0625,90928.8515625
2019-01-29 19:50:00,76312.2265625,100619.3125,87642.3046875
2019-01-29 19:55:00,73771.4609375,95192.96875,83736.734375
2019-01-29 20:00:00,70954.2265625,89949.1015625,80665.9453125
2019-01-29 20:05:00,67090.28125,84074.6015625,75183.8671875
2019-01-29 20:10:00,64019.69921875,81026.703125,73544.9765625
2019-01-29 20:15:00,60794.39453125,76839.4609375,69642.875
2019-01-29 20:20:00,58600.08984375,75211.6953125,64897.83203125
2019-01-29 20:25:00,54929.984375,69996.90625,62481.359375
2019-01-29 20:30:00,52527.85546875,67167.2109375,59246.984375
2019-01-29 20:35:00,49879.33203125,63103.9375,57012.69921875
2019-01-29 20:40:00,48036.3828125,61062.82421875,53961.1953125
2019-01-29 20:45:00,44220.2734375,56892.4296875,51466.8046875
2019-01-29 20:50:00,41864.765625,55202.26171875,47975.90234375
2019-01-29 20:55:00,40373.76171875,51949.56640625,46241.33984375
2019-01-29 21:00:00,37708.640625,49594.40625,43793.04296875
2019-01-29 21:05:00,35895.69140625,47659.390625,42852.50390625
2019-01-29 21:10:00,35038.765625,46068.5390625,41211.03515625
2019-01-29 21:15:00,31713.099609375,44844.59375,38367.4921875
2019-01-29 21:20:00,32058.390625,41715.86328125,36372.921875
2019-01-29 21:25:00,30278.640625,39880.7109375,34609.99609375
2019-01-29 21:30:00,27519.18359375,38859.03515625,32659.873046875
2019-01-29 21:35:00,25914.15625,36135.109375,31947.1171875
2019-01-29 21:40:00,24153.75,34862.4921875,29137.18359375
2019-01-29 21:45:00,22227.0625,33031.13671875,27474.310546875
2019-01-29 21:50:00,20316.611328125,30371.72265625,25982.22265625
2019-01-29 21:55:00,18367.744140625,28412.326171875,24070.255859375
2019-01-29 22:00:00,17306.01171875,25769.09375,21785.853515625
2019-01-29 22:05:00,15437.041015625,24364.16796875,19814.916015625
2019-01-29 22:10:00,14168.30078125,23622.150390625,18563.73046875
2019-01-29 22:15:00,11602.6025390625,22345.779296875,16625.6171875
2019-01-29 22:20:00,10778.818359375,19528.244140625,15428.4404296875
2019-01-29 22:25:00,9524.201171875,18378.720703125,13714.267578125
2019-01-29 22:30:00,7993.4208984375,17212.37890625,12358.6796875
2019-01-29 22:35:00,5289.9487304688,14047.81640625,9600.759765625
2019-01-29 22:40:00,4113.9921875,11357.78125,8098.240234375
2019-01-29 22:45:00,1989.2919921875,10597.85546875,6432.291015625
2019-01-29 22:50:00,-94.2392578125,8254.8251953125,4400.5522460938
2019-01-29 22:55:00,-1458.2885742188,7473.9697265625,2863.9421386719
2019-01-29 23:00:00,-1309.3188476562,5852.3212890625,1405.9196777344
2019-01-29 23:05:00,-4599.4194335938,3184.462890625,-81.9345703125
2019-01-29 23:10:00,-5660.2041015625,2555.046875,-1217.3006591797
2019-01-29 23:15:00,-5578.333984375,2169.1203613281,-1606.3237304688
2019-01-29 23:20:00,-6316.8481445312,389.1628417969,-2799.1904296875
2019-01-29 23:25:00,-6771.2880859375,853.1416015625,-3287.8742675781
2019-01-29 23:30:00,-8295.0341796875,-544.765625,-4434.9814453125
2019-01-29 23:35:00,-9471.4423828125,-1050.8531494141,-5454.12109375
2019-01-29 23:40:00,-10198.546875,-2123.234375,-5385.3774414062
2019-01-29 23:45:00,-11470.4267578125,-3166.4321289062,-7177.890625
2019-01-29 23:50:00,-12176.955078125,-3191.0883789062,-7522.0864257812
2019-01-29 23:55:00,-13063.494140625,-4245.3461914062,-8700.83984375
2019-01-30 00:00:00,-16064.142578125,-7942.2397460938,-12230.134765625
2019-01-30 00:05:00,-15865.9052734375,-8180.2685546875,-12773.3525390625
2019-01-30 00:10:00,-15377.7763671875,-6990.1381835938,-12500.4384765625
2019-01-30 00:15:00,-14802.8369140625,-7450.0239257812,-10845.5615234375
2019-01-30 00:20:00,-14602.654296875,-7215.4443359375,-11224.1357421875
2019-01-30 00:25:00,-12891.8203125,-5842.25390625,-9153.4853515625
2019-01-30 00:30:00,-13407.486328125,-5865.4755859375,-8998.0
2019-01-30 00:35:00,-12351.599609375,-5681.4228515625,-9147.828125
2019-01-30 00:40:00,-12584.1904296875,-5416.291015625,-8150.041015625
2019-01-30 00:45:00,-12301.314453125,-4201.3120117188,-8344.6669921875
2019-01-30 00:50:00,-12660.3828125,-4704.1337890625,-8342.8251953125
2019-01-30 00:55:00,-11821.076171875,-4610.9443359375,-8752.310546875
2019-01-30 01:00:00,-13600.517578125,-4549.3896484375,-9091.5078125
2019-01-30 01:05:00,-13865.8642578125,-6286.0708007812,-9628.9150390625
2019-01-30 01:10:00,-14501.109375,-5505.5791015625,-9511.88671875
2019-01-30 01:15:00,-13130.615234375,-5669.32421875,-9252.55859375
2019-01-30 01:20:00,-12777.634765625,-5407.6748046875,-9388.80859375
2019-01-30 01:25:00,-12836.05859375,-5707.525390625,-9719.9560546875
2019-01-30 01:30:00,-13240.2578125,-5715.3857421875,-9724.244140625
2019-01-30 01:35:00,-14116.908203125,-6608.962890625,-11272.5625
2019-01-30 01:40:00,-14318.984375,-7299.9853515625,-10411.830078125
2019-01-30 01:45:00,-15103.009765625,-6702.0888671875,-11254.11328125
2019-01-30 01:50:00,-15281.779296875,-8528.2578125,-11597.4462890625
2019-01-30 01:55:00,-15595.93359375,-6633.8305664062,-11587.677734375
2019-01-30 02:00:00,-16327.755859375,-9126.525390625,-12759.47265625
2019-01-30 02:05:00,-16053.951171875,-8429.2626953125,-12468.7138671875
2019-01-30 02:10:00,-16948.734375,-7265.69140625,-12141.05078125
2019-01-30 02:15:00,-15549.75390625,-7960.3642578125,-12050.4111328125
2019-01-30 02:20:00,-16274.0517578125,-7791.8686523438,-12171.7216796875
2019-01-30 02:25:00,-16350.2919921875,-7941.6743164062,-11662.140625
2019-01-30 02:30:00,-15682.6015625,-7266.6743164062,-11434.1484375
2019-01-30 02:35:00,-14972.365234375,-7475.9145507812,-11476.1494140625
2019-01-30 02:40:00,-15517.65625,-6961.3481445312,-11532.8798828125
2019-01-30 02:45:00,-15916.833984375,-6261.9619140625,-11936.1552734375
2019-01-30 02:50:00,-16322.439453125,-7426.7138671875,-10950.2509765625
2019-01-30 02:55:00,-15369.4013671875,-6942.783203125,-11327.08203125
2019-01-30 03:00:00,-15903.77734375,-6655.4672851562,-10974.7646484375
2019-01-30 03:05:00,-15555.765625,-5786.1416015625,-10792.1845703125
2019-01-30 03:10:00,-14928.6533203125,-5030.5590820312,-9816.611328125
2019-01-30 03:15:00,-14213.5146484375,-3942.7678222656,-8555.9189453125
2019-01-30 03:20:00,-13057.310546875,-2528.1975097656,-8421.6748046875
2019-01-30 03:25:00,-11517.7236328125,-409.9548339844,-6970.1049804688
2019-01-30 03:30:00,-11870.0263671875,-1021.5048828125,-5796.1030273438
2019-01-30 03:35:00,-11282.1259765625,566.5009765625,-4141.4189453125
2019-01-30 03:40:00,-9660.759765625,3442.2448730469,-3595.6684570312
2019-01-30 03:45:00,-7650.4345703125,2442.6606445312,-2662.5043945312
2019-01-30 03:50:00,-6597.3349609375,3280.9111328125,-1874.1314697266
2019-01-30 03:55:00,-5566.02734375,6803.0556640625,-237.5563812256
2019-01-30 04:00:00,-4388.0419921875,7992.15625,1519.3645019531
2019-01-30 04:05:00,-3177.3127441406,9737.7666015625,3334.642578125
2019-01-30 04:10:00,-417.994140625,13808.5400390625,6208.7680664062
2019-01-30 04:15:00,1605.16015625,16017.3330078125,7164.31640625
2019-01-30 04:20:00,3543.9294433594,19446.55078125,9526.8310546875
2019-01-30 04:25:00,4501.8740234375,21659.96875,12967.4892578125
2019-01-30 04:30:00,6866.185546875,25453.666015625,14519.00390625
2019-01-30 04:35:00,10672.744140625,27007.34765625,18139.34765625
2019-01-30 04:40:00,12541.9765625,33665.2265625,21318.59765625
2019-01-30 04:45:00,15676.263671875,36369.40625,25285.357421875
2019-01-30 04:50:00,20480.890625,40993.265625,28094.060546875
2019-01-30 04:55:00,23021.650390625,45030.17578125,32290.8203125
2019-01-30 05:00:00,27558.6640625,54149.94140625,37786.8984375
2019-01-30 05:05:00,33123.48046875,61711.984375,45688.7578125
2019-01-30 05:10:00,37885.890625,69422.046875,51649.3671875
2019-01-30 05:15:00,43675.4453125,79845.109375,58924.875
2019-01-30 05:20:00,51597.6953125,93287.28125,67998.4609375
2019-01-30 05:25:00,60382.88671875,97973.46875,77781.421875
2019-01-30 05:30:00,68023.3125,111953.4765625,86742.9375
2019-01-30 05:35:00,76518.1015625,130131.5546875,98361.28125
2019-01-30 05:40:00,89737.71875,140800.1875,112595.3203125
2019-01-30 05:45:00,103447.2421875,153207.125,127977.8125
2019-01-30 05:50:00,108678.3984375,171985.34375,136407.125
2019-01-30 05:55:00,125256.578125,185393.515625,155968.8125
2019-01-30 06:00:00,135172.234375,200487.8125,169010.84375
2019-01-30 06:05:00,147268.171875,223539.84375,179983.171875
2019-01-30 06:10:00,162443.828125,241445.109375,202625.296875
2019-01-30 06:15:00,175129.875,257154.8125,209874.859375
2019-01-30 06:20:00,192595.546875,271176.21875,226728.59375
2019-01-30 06:25:00,191995.390625,285394.875,239013.65625
2019-01-30 06:30:00,213788.75,293215.6875,247071.4375
2019-01-30 06:35:00,213475.6875,302183.84375,261920.5625
2019-01-30 06:40:00,218902.078125,322404.6875,267218.46875
2019-01-30 06:45:00,219344.875,332839.9375,269203.3125
2019-01-30 06:50:00,234647.4375,334589.34375,283669.1875
2019-01-30 06:55:00,231749.84375,329165.59375,279407.3125
2019-01-30 07:00:00,236076.5,338955.96875,279451.21875
2019-01-30 07:05:00,248813.0625,347544.625,292383.65625
2019-01-30 07:10:00,242106.109375,342092.3125,297420.6875
2019-01-30 07:15:00,253990.09375,336453.21875,304374.78125
2019-01-30 07:20:00,252243.0,357545.3125,303287.28125
2019-01-30 07:25:00,259442.3125,367295.625,310298.375
2019-01-30 07:30:00,260059.484375,352381.3125,307495.3125
2019-01-30 07:35:00,263056.0,372495.25,315911.71875
2019-01-30 07:40:00,262627.96875,369089.59375,316128.21875
2019-01-30 07:45:00,254402.484375,368606.78125,315660.3125
2019-01-30 07:50:00,264886.625,376672.9375,320177.875
2019-01-30 07:55:00,260291.78125,358447.75,316183.5
2019-01-30 08:00:00,259348.484375,363215.6875,308208.875
2019-01-30 08:05:00,248575.71875,362276.3125,305111.71875
2019-01-30 08:10:00,241418.9375,356305.09375,296744.03125
2019-01-30 08:15:00,236397.828125,350810.96875,283002.53125
2019-01-30 08:20:00,226374.078125,347737.28125,283835.875
2019-01-30 08:25:00,221219.84375,340460.875,279950.96875
2019-01-30 08:30:00,209511.625,326121.0625,268299.21875
2019-01-30 08:35:00,196553.65625,331684.6875,251519.40625
2019-01-30 08:40:00,184787.109375,317596.09375,247161.75
2019-01-30 08:45:00,172236.65625,302365.96875,232387.421875
2019-01-30 08:50:00,166434.3125,297844.59375,221080.0625
2019-01-30 08:55:00,160704.78125,293166.78125,213857.984375
2019-01-30 09:00:00,149419.21875,275238.875,196526.953125
2019-01-30 09:05:00,140662.546875,263174.8125,185502.4375
2019-01-30 09:10:00,137218.890625,254742.296875,179409.28125
2019-01-30 09:15:00,137304.859375,246319.0,175219.9375
2019-01-30 09:20:00,134858.828125,248245.125,165839.4375
2019-01-30 09:25:00,135632.15625,245402.359375,162384.90625
2019-01-30 09:30:00,133936.453125,231293.765625,155774.21875
2019-01-30 09:35:00,130827.421875,227756.625,155784.671875
2019-01-30 09:40:00,128752.7265625,209802.921875,149110.6875
2019-01-30 09:45:00,125210.484375,210371.90625,150280.046875
2019-01-30 09:50:00,121469.890625,206020.375,147680.703125
2019-01-30 09:55:00,121240.40625,192947.515625,141839.65625
2019-01-30 10:00:00,117290.9609375,182883.46875,138846.0625
2019-01-30 10:05:00,117400.265625,188374.90625,136029.96875
2019-01-30 10:10:00,116122.1484375,184809.796875,135767.4375
2019-01-30 10:15:00,108234.078125,176095.890625,131472.09375
2019-01-30 10:20:00,110913.8359375,170416.640625,128014.96875
2019-01-30 10:25:00,112213.625,167097.828125,129119.4375
2019-01-30 10:30:00,110152.734375,164632.96875,130016.7578125
2019-01-30 10:35:00,110466.765625,163932.03125,129193.203125
2019-01-30 10:40:00,112550.828125,163384.984375,128979.0234375
2019-01-30 10:45:00,114627.5390625,161335.453125,129768.46875
2019-01-30 10:50:00,114865.1484375,162410.21875,133169.78125
2019-01-30 10:55:00,118782.9375,165242.5,137167.8125
2019-01-30 11:00:00,118702.640625,161302.0625,136062.015625
2019-01-30 11:05:00,119099.0,163728.78125,135426.546875
2019-01-30 11:10:00,117265.0625,161195.8125,135770.78125
2019-01-30 11:15:00,118946.6171875,160403.953125,135096.203125
2019-01-30 11:20:00,117817.1328125,158904.6875,132731.390625
2019-01-30 11:25:00,116890.328125,155149.71875,133517.671875
2019-01-30 11:30:00,118609.109375,158976.578125,135016.8125
2019-01-30 11:35:00,115321.171875,157971.703125,133273.328125
2019-01-30 11:40:00,113848.25,156113.8125,131974.328125
2019-01-30 11:45:00,117131.4296875,157522.390625,130484.109375
2019-01-30 11:50:00,112542.25,154120.546875,131698.65625
2019-01-30 11:55:00,113855.9296875,154538.703125,131477.390625
2019-01-30 12:00:00,109125.4375,150836.203125,127747.7265625
2019-01-30 12:05:00,108774.6328125,147109.171875,127105.171875
2019-01-30 12:10:00,108229.484375,149278.796875,126084.8671875
2019-01-30 12:15:00,108008.0,148863.140625,125996.125
2019-01-30 12:20:00,106394.8046875,145006.265625,124102.0625
2019-01-30 12:25:00,105215.234375,146642.125,123236.140625
2019-01-30 12:30:00,103442.0625,144762.109375,122056.875
2019-01-30 12:35:00,105182.8828125,147586.1875,120794.8203125
2019-01-30 12:40:00,104356.3359375,141881.6875,122377.0859375
2019-01-30 12:45:00,102912.0703125,143301.03125,121415.65625
2019-01-30 12:50:00,105522.5859375,141125.859375,121341.8671875
2019-01-30 12:55:00,103437.515625,139534.015625,119386.828125
2019-01-30 13:00:00,102291.28125,135683.15625,116863.1171875
2019-01-30 13:05:00,99028.4921875,133347.125,115529.265625
2019-01-30 13:10:00,100789.6953125,131894.4375,113640.65625
2019-01-30 13:15:00,98396.71875,132069.890625,114849.890625
2019-01-30 13:20:00,98429.03125,133209.609375,111017.8046875
2019-01-30 13:25:00,99123.4140625,130176.234375,112440.2421875
2019-01-30 13:30:00,98215.7109375,132826.921875,114113.7421875
2019-01-30 13:35:00,98437.7890625,131519.953125,113573.4609375
2019-01-30 13:40:00,97960.921875,127573.5703125,110745.515625
2019-01-30 13:45:00,97043.8046875,127971.53125,111953.75
2019-01-30 13:50:00,97173.5078125,128727.2578125,111137.0546875
2019-01-30 13:55:00,99174.1953125,128950.9921875,112465.2265625
2019-01-30 14:00:00,96100.875,127036.71875,110779.1875
2019-01-30 14:05:00,96079.890625,127903.2890625,110957.3046875
2019-01-30 14:10:00,97020.328125,127607.8984375,112837.734375
2019-01-30 14:15:00,97619.9453125,126194.78125,112448.5703125
2019-01-30 14:20:00,94562.1875,126356.390625,113162.859375
2019-01-30 14:25:00,96728.5078125,129002.5859375,111664.4921875
2019-01-30 14:30:00,97734.25,130249.9453125,112595.0703125
2019-01-30 14:35:00,99371.4921875,129457.5078125,113890.0234375
2019-01-30 14:40:00,99082.1796875,130369.3125,115015.7265625
2019-01-30 14:45:00,100606.515625,131008.140625,115047.109375
2019-01-30 14:50:00,101851.875,130796.40625,115057.2578125
2019-01-30 14:55:00,101145.640625,134638.078125,116272.1796875
2019-01-30 15:00:00,102724.5859375,132347.40625,117652.546875
2019-01-30 15:05:00,102284.546875,134157.71875,118241.8046875
2019-01-30 15:10:00,104700.5390625,134538.671875,119151.3046875
2019-01-30 15:15:00,106454.8046875,139460.796875,118826.0546875
2019-01-30 15:20:00,106810.5390625,136438.78125,121742.1171875
2019-01-30 15:25:00,108360.828125,140945.21875,122355.5
2019-01-30 15:30:00,113009.4140625,142241.265625,123504.4375
2019-01-30 15:35:00,112520.8515625,143858.765625,126399.9140625
2019-01-30 15:40:00,111860.40625,145361.265625,129067.390625
2019-01-30 15:45:00,113705.296875,146087.84375,127550.3125
2019-01-30 15:50:00,119280.09375,144897.890625,131121.09375
2019-01-30 15:55:00,119587.484375,145501.734375,134594.34375
2019-01-30 16:00:00,121591.1796875,147875.0625,132507.8125
2019-01-30 16:05:00,121759.9296875,152565.484375,134888.609375
2019-01-30 16:10:00,120259.8828125,151145.921875,137235.53125
2019-01-30 16:15:00,123365.6328125,152492.375,137320.796875
2019-01-30 16:20:00,126469.3671875,155024.0,138269.15625
2019-01-30 16:25:00,125660.359375,159287.609375,142813.546875
2019-01-30 16:30:00,129729.78125,157866.046875,142627.765625
2019-01-30 16:35:00,130562.0703125,159660.9375,144167.421875
2019-01-30 16:40:00,131653.015625,160961.640625,147532.71875
2019-01-30 16:45:00,133977.6875,167293.9375,148605.734375
2019-01-30 16:50:00,133817.484375,165527.46875,151242.25
2019-01-30 16:55:00,136255.890625,168476.4375,154153.984375
2019-01-30 17:00:00,133734.15625,164850.421875,150957.375
2019-01-30 17:05:00,138439.609375,167938.421875,151221.515625
2019-01-30 17:10:00,137261.59375,169702.125,152425.359375
2019-01-30 17:15:00,139668.203125,169845.6875,153335.5625
2019-01-30 17:20:00,138640.96875,166245.3125,154261.59375
2019-01-30 17:25:00,140328.75,168122.84375,153210.5
2019-01-30 17:30:00,142570.53125,172689.109375,154756.546875
2019-01-30 17:35:00,141902.296875,173907.453125,156462.984375
2019-01-30 17:40:00,143624.1875,170698.984375,157319.171875
2019-01-30 17:45:00,140577.75,170395.609375,155082.453125
2019-01-30 17:50:00,141675.9375,171968.484375,153716.375
2019-01-30 17:55:00,143452.890625,174567.671875,157265.953125
2019-01-30 18:00:00,140717.765625,170988.328125,156727.75
2019-01-30 18:05:00,137203.828125,169245.453125,153771.859375
2019-01-30 18:10:00,137301.140625,170099.3125,151575.375
2019-01-30 18:15:00,136879.25,167719.671875,149289.984375
2019-01-30 18:20:00,136810.671875,165117.15625,147405.90625
2019-01-30 18:25:00,133705.75,162038.390625,144494.21875
2019-01-30 18:30:00,128923.3046875,160324.578125,143408.671875
2019-01-30 18:35:00,129657.71875,156522.03125,141212.453125
2019-01-30 18:40:00,126517.109375,150029.921875,137717.1875
2019-01-30 18:45:00,122790.859375,147492.28125,134762.78125
2019-01-30 18:50:00,120106.84375,145711.84375,131026.6015625
2019-01-30 18:55:00,119092.2578125,143322.046875,128795.390625
2019-01-30 19:00:00,113695.421875,139228.296875,124883.8203125
2019-01-30 19:05:00,109723.171875,134274.0625,122188.234375
2019-01-30 19:10:00,106448.5703125,128905.984375,117045.28125
2019-01-30 19:15:00,103351.5625,126553.0078125,113224.5390625
2019-01-30 19:20:00,98925.421875,123911.8984375,110367.40625
2019-01-30 19:25:00,96926.671875,118110.96875,106551.71875
2019-01-30 19:30:00,93502.21875,113963.2578125,103570.1953125
2019-01-30 19:35:00,90623.9765625,108210.6953125,98792.7734375
2019-01-30 19:40:00,87073.6015625,105935.453125,94699.9921875
2019-01-30 19:45:00,83259.203125,101991.9296875,91822.3671875
2019-01-30 19:50:00,79828.9296875,97390.125,87791.28125
2019-01-30 19:55:00,77235.640625,94984.4609375,85174.8046875
2019-01-30 20:00:00,72346.875,89904.578125,80415.8671875
2019-01-30 20:05:00,70057.5703125,87203.4765625,77350.71875
2019-01-30 20:10:00,67742.859375,83761.5703125,75086.53125
2019-01-30 20:15:00,65289.0703125,80283.21875,72499.953125
2019-01-30 20:20:00,62050.21875,75883.4375,68521.4921875
2019-01-30 20:25:00,59498.37890625,74008.5234375,65021.9765625
2019-01-30 20:30:00,57426.36328125,68856.921875,62770.95703125
2019-01-30 20:35:00,53901.86328125,66883.859375,59862.89453125
2019-01-30 20:40:00,50422.7890625,63469.12890625,56613.90625
2019-01-30 20:45:00,48896.31640625,60366.5234375,53954.61328125
2019-01-30 20:50:00,45023.88671875,57663.5546875,51755.1640625
2019-01-30 20:55:00,43904.015625,56141.0859375,49178.08984375
2019-01-30 21:00:00,41301.3125,54243.375,47110.7421875
2019-01-30 21:05:00,41175.0078125,50451.96875,44501.51171875
2019-01-30 21:10:00,38950.01171875,50543.1171875,43172.76171875
2019-01-30 21:15:00,36144.9609375,46383.39453125,41918.05078125
2019-01-30 21:20:00,34356.1640625,46068.171875,40313.5
2019-01-30 21:25:00,32294.673828125,44342.65625,37359.8671875
2019-01-30 21:30:00,30762.607421875,42320.75390625,35802.1484375
2019-01-30 21:35:00,28850.9375,39065.12109375,33960.6953125
2019-01-30 21:40:00,27505.388671875,37155.62890625,32473.98046875
2019-01-30 21:45:00,25108.91796875,35892.91796875,29539.73046875
2019-01-30 21:50:00,22949.046875,33723.2265625,28780.083984375
2019-01-30 21:55:00,20795.302734375,32154.595703125,26131.0625
2019-01-30 22:00:00,19087.123046875,29175.525390625,23838.73046875
2019-01-30 22:05:00,17430.7578125,28192.958984375,21870.685546875
2019-01-30 22:10:00,16757.2890625,26323.654296875,21717.185546875
2019-01-30 22:15:00,13850.619140625,24821.66796875,19916.01953125
2019-01-30 22:20:00,12554.4501953125,22152.173828125,17387.525390625
2019-01-30 22:25:00,10779.9541015625,21109.14453125,15331.263671875
2019-01-30 22:30:00,9091.24609375,18304.87890625,13464.2890625
2019-01-30 22:35:00,6865.9794921875,16530.03125,12646.5419921875
2019-01-30 22:40:00,5999.3784179688,15005.28125,9887.2548828125
2019-01-30 22:45:00,2908.787109375,10884.4755859375,7352.6381835938
