anomaly_score;number_of_requests;weekday_id;dateminute
1,27334416967;262825;5;201812221035
0,928706361964;224770;3;201812271638
0,801224043007;19523;2;201812260451
0,85341191828;213507;4;201901041333
0,861002694748;186680;6;201812301342
0,741722768568;46028;2;201812262237
0,847235134073;161740;3;201901031827
0,958695558217;98977;6;201901060859
1,21230376598;260872;5;201812221106
1,01236299824;220504;2;201901021545
0,735375041006;51873;6;201812232214
1,12492108811;235228;3;201901031616
0,932861491614;48711;1;201901010201
1,22772158024;16417;0;201901070303
0,84588531087;159576;6;201812301043
0,882924187458;208413;2;201901021730
0,809212437891;23115;4;201812281601
0,901749546989;79478;4;201901040600
0,754219067126;29259;1;201812250142
0,809458842444;29732;5;201901050301
1,03905701011;19780;2;201901020038
1,24965738812;124454;1;201901080553
0,828691103259;119932;6;201812231659
0,973770206287;217413;5;201812291025
0,859626108451;164413;5;201901050930
0,775536210944;38744;6;201812302203
0,880702121892;104519;6;201812301826
0,800469615433;90670;1;201812251750
0,931146001631;206386;5;201812221624
0,801213638261;29517;3;201901030101
0,729420109881;60935;2;201812262142
0,910322862942;27439;1;201901010603
0,829152903681;142055;4;201812280819
0,938837221248;203867;5;201812221603
0,843337797029;37428;5;201812220403
1,06173467565;99702;1;201901011037
0,842330472599;36561;1;201901012318
0,860228404315;73842;5;201901050712
0,714600380531;29904;6;201812300325
0,718610688404;31803;4;201812280342
0,985219102914;101850;2;201901020621
0,813616312809;97937;3;201812270655
0,884273862543;188578;5;201812221712
0,984403635076;27135;0;201901070248
0,773987594476;28042;2;201901020336
0,815838611219;33137;0;201812310017
0,832348471883;183877;4;201901040938
0,798862706474;95063;2;201812261907
0,759784040095;23351;2;201812260348
0,960335381235;139433;6;201901061726
1,01133654925;70550;1;201901010943
0,89811873722;97299;5;201812220726
0,687528148851;57512;0;201812242140
0,727465465733;177853;0;201812241517
0,71922319877;37828;1;201812252356
0,799092378395;173849;6;201812301211
0,799874014735;29318;3;201901030055
0,862543943757;27032;6;201901060146
0,746250380884;35081;5;201901050456
0,820392075275;166771;6;201901061137
0,90278771085;152582;6;201901061049
1,02735184708;237926;5;201812221358
0,867728133243;37539;5;201812220227
1,04937498086;84349;1;201901011007
0,735764988042;43468;4;201812282347
0,841708694111;41408;6;201901060033
0,913760566332;21268;4;201901040240
0,960753373194;99786;0;201812311812
0,915327106436;74845;2;201901020545
0,834028530598;40949;6;201901060652
1,34576360371;259775;4;201812211711
1,01839099868;229524;3;201901031735
0,767193682294;37810;0;201812240027
0,918894015125;34556;5;201812220257
0,738496795364;32391;3;201812270051
0,980423636409;238141;3;201812271417
0,774614576309;80086;2;201812260820
0,793958496862;95334;3;201812271917
0,970820487991;219391;5;201812221533
0,852969747461;170870;0;201901071151
0,975596127912;225063;5;201812291323
0,9145986312;218828;3;201812271654
1,0242120651;101458;4;201812212003
1,49752143806;262046;0;201901070728
0,738257747768;31735;4;201812280059
1,05526626382;74504;0;201901072016
0,809067912194;182010;6;201812301320
1,07238744931;128890;0;201901071903
0,875385954569;182926;5;201901050942
1,03022600145;38909;0;201901072231
0,908476976093;23540;6;201901060336
0,711405359185;29628;2;201812260125
0,902765442216;170668;0;201812311518
0,799172615992;146036;2;201812261721
0,777686809021;109579;2;201812261831
0,808169020764;35423;0;201812310621
0,751272045445;54711;4;201812282202
0,805044364775;102244;1;201812251722
0,991928207908;229308;5;201812221444
0,74253592544;41192;2;201812262315
0,727933652361;66811;2;201812260752
0,803384236375;44114;4;201901042328
0,810140237947;174005;3;201901031038
0,718335516403;60169;1;201812252037
0,949323327267;62221;0;201812310651
0,738224269818;49895;4;201812282251
0,820051407471;202196;3;201901031348
0,692911911495;55831;0;201812242000
0,944204867623;214895;2;201901021723
0,690684192042;30129;2;201812260509
0,913811349867;146291;1;201901011454
0,785352244665;64237;5;201812222148
0,80069275761;66478;4;201901042131
0,901590748152;149224;1;201901011523
1,2624323754;11304;3;201901030226
0,828330329883;110709;6;201812231835
0,858573439146;43341;1;201901012148
1,11402464465;233338;0;201901071728
0,814464452029;178608;6;201812301246
0,835017459702;184388;6;201812301241
0,78419319322;49725;5;201901052326
1,00390249341;89772;4;201812212032
0,79725586595;32701;4;201901040428
0,826870261329;165416;4;201901040830
1,00174381421;194639;0;201812311250
0,925117326037;143729;1;201901011542
0,759054110543;52781;5;201812292210
0,828503446445;205813;3;201901031445
1,28120952553;5981;6;201812300028
0,746620833503;31697;5;201901050312
0,763637014268;131292;1;201812251354
0,969199629916;191812;0;201812311314
0,927938166852;52360;1;201901010146
0,814192768541;165063;6;201812301151
0,811500826436;173448;3;201901031024
0,780839276428;143156;1;201812251144
0,977814547307;154282;1;201901011459
0,860256408908;133486;6;201812231743
0,842085943564;205897;5;201901051611
0,849942991112;75421;5;201812220649
0,856482027613;221031;5;201901051300
0,756237808397;69852;6;201812232017
0,868389613407;178763;6;201901061310
0,811003162949;173592;6;201901061534
0,719857649568;45409;6;201812232308
1,03308335968;238483;5;201812221342
0,813440468519;38889;5;201812220444
0,907679454221;183510;0;201812311343
0,813028313017;122521;4;201812281411
0,772292084673;73386;0;201812240645
0,737353028993;55945;3;201812272148
0,952766599454;188453;0;201901071423
0,823112876295;30412;4;201901040031
0,886582859795;143433;6;201812301701
0,885813872736;43689;0;201812312027
0,832096046588;133326;3;201812271828
0,86708765321;37529;5;201812220235
0,774553898768;44148;6;201812300700
0,803866781035;97266;4;201812281923
0,962270454247;94178;0;201812311831
0,784530320252;152535;0;201812240818
0,741097135155;74250;1;201812251910
0,73772292767;32560;4;201812280056
1,27073388236;23984;1;201901080246
1,21808261567;30199;1;201901080401
0,765566785764;77070;4;201812282014
0,694997327266;58315;0;201812242014
0,820871930314;191891;3;201901031231
1,53117196854;3394;4;201812211544
0,821670156074;82473;5;201812290732
0,788470392644;73753;4;201812280624
0,997296169279;217734;2;201901021500
1,01486943069;231651;5;201812291106
0,829693944606;161663;6;201901061224
0,761004621126;173851;2;201812261425
1,29733672137;5481;6;201812230331
0,737668394432;41404;4;201812282351
0,796418392326;39707;5;201901050035
0,882929930914;204360;2;201901021337
0,787514074669;113944;2;201812260914
0,798859203531;189998;6;201812231218
0,783395319067;31514;6;201901060210
0,784603473749;37381;5;201901050101
0,850054128462;36754;5;201812220318
1,31087366946;250703;0;201901071632
0,842251695817;94985;5;201812290741
0,943688983715;210674;2;201901021453
0,912808156754;231483;3;201812271618
0,93023835889;113043;4;201901041917
0,731346454166;71703;2;201812262032
0,723747010736;33873;4;201812280429
0,810494343789;63202;5;201901052055
0,748252845432;27877;1;201812250200
1,06486221959;241711;3;201812271446
0,840374894308;60482;2;201901020531
0,759857452245;186740;0;201812241218
1,21869049932;30408;1;201901080353
0,80982179241;146324;3;201812271808
1,22512953103;234905;2;201901021623
0,888039041263;93078;5;201812221942
0,854845418207;39762;0;201812312044
0,836385312519;177032;4;201901040742
0,873970177816;30607;1;201901010739
0,847961494111;101575;6;201812231855
0,840791147293;155741;6;201901061646
0,822669251423;25410;2;201901020249
1,91530897815;289006;1;201901080717
1,04868767985;189776;4;201812211817
0,738918177921;35767;0;201812240521
0,847980423789;172846;0;201901071355
0,820778385;67226;6;201812300810
0,840584931121;216953;5;201901051227
1,01306915932;23401;1;201901010701
0,791415716015;172945;6;201812231023
0,933385443233;124410;0;201812311730
0,763844652128;62844;6;201812230743
0,813187628302;191982;3;201901031308
0,931927222295;119779;4;201901041909
0,778890288845;74646;6;201812231959
1,41137676696;255118;0;201901070657
0,746011632607;184164;0;201812241414
0,749957042614;34441;4;201812280020
0,820052390385;31962;6;201901062350
0,837909479923;37968;5;201812220359
0,813289856814;39627;3;201901030445
0,774098941728;112330;2;201812261827
0,784070811481;28919;3;201901030359
0,926744269339;205143;0;201812241302
1,008453869;234950;4;201901041710
0,884454165952;94700;6;201812301841
1,75351896866;277482;1;201901080738
0,764993183388;38366;6;201812302254
0,79795315943;140611;0;201812240832
0,766587030986;130937;1;201812251311
0,770850319279;51429;5;201901050631
0,98169066055;119846;6;201901061753
1,00456518212;202342;0;201901070854
0,875262329399;43582;6;201901062156
0,827782413499;48837;3;201901030510
0,931509300155;56175;1;201901010133
0,74451771469;37612;3;201812272348
0,834176078626;27589;0;201812310235
0,810120444372;102978;3;201812271911
0,956730737949;94495;0;201812311835
1,00025182215;27317;0;201901070121
0,813468272366;61610;3;201901032106
0,911577283312;92883;5;201901051919
1,30014560771;24063;1;201901080208
0,905865347519;151181;6;201901061136
0,801507637318;29686;6;201812230321
0,900322757364;153151;5;201812221800
0,750245728294;38970;5;201812290020
0,790653681355;147681;2;201812261713
0,832962369759;43851;3;201901030457
0,754845363581;44835;0;201812242351
0,765541505853;20742;1;201812250451
1,09903808554;252458;5;201812221150
0,779624655728;28311;3;201901030133
0,77544099736;176711;2;201812261041
0,995112951916;20190;6;201901060311
0,849679551085;168295;5;201901050931
0,816496839523;124758;4;201812280808
0,831502586983;167050;3;201901030929
1,22461181526;234635;2;201901021619
0,788040830722;110261;2;201812260907
0,742071211947;61943;4;201812282132
0,959885463773;94827;0;201812311822
0,847249642959;189505;5;201812291641
0,817570304361;80138;5;201812290719
0,989550787589;220941;5;201812221508
0,9647580109;105975;2;201901021910
0,740062283261;47820;5;201812292301
1,0549750566;22489;1;201901010633
0,927557618795;185516;0;201812311253
1,21429860946;32292;1;201901080357
0,998998596733;84798;1;201901011845
0,750647366612;40390;5;201812290019
0,848213672521;144743;5;201812291744
0,712509722353;35476;2;201812260035
0,920357809266;52578;0;201812312003
1,21853006745;33633;1;201901080407
0,920688528067;23662;0;201812310249
0,809648866567;52530;6;201812302122
0,901912716973;148186;1;201901011514
0,725106583059;28479;6;201812300441
0,942929086521;80362;2;201901020558
0,757437673236;38059;3;201812270451
0,910171314943;147294;6;201901061712
0,858472508573;48815;6;201901060723
0,803099535312;176472;6;201812301458
0,905476010848;199050;5;201812221634
0,790428317028;66382;5;201812222113
0,944530001983;210961;2;201901021515
0,871723032465;29733;1;201901010815
0,701353827676;32209;6;201812300554
0,778660606891;59808;4;201901042156
0,845493764322;159416;6;201901061117
0,791487742367;169730;6;201812301618
0,809754747817;150651;4;201812281817
0,763321372737;162146;0;201812241213
0,729227041735;172325;0;201812241501
0,796371985692;20392;1;201812250302
1,08989202554;207478;0;201812311128
1,05756392726;218320;0;201901070830
0,799768139813;72391;5;201812290714
0,746787277798;39401;5;201812290024
0,903911529081;206824;5;201812291553
0,787356548525;133287;1;201812251234
0,815426200806;23325;0;201812240249
0,744497735635;38165;1;201812250055
0,760274344585;46983;6;201812230013
0,868727458373;75422;4;201901042026
0,95270206077;117153;5;201901050830
0,833073448846;129031;3;201812271836
0,974709500138;110930;2;201901020630
0,908535815794;144643;1;201901011601
0,779417984733;50655;5;201901052314
0,943186263929;104827;4;201901040623
0,75013405542;65382;6;201812232037
0,768511622156;62272;5;201812292036
0,810018213515;202515;4;201901041056
1,3234270996;259431;4;201812211713
0,827897828465;196850;6;201812231056
0,79496823369;107818;2;201812260911
0,87767121753;203089;2;201901021333
0,725449602177;55931;2;201812262158
0,818018035794;83611;6;201812231929
0,737864275156;33967;6;201812302346
0,967621877682;143849;1;201901011311
0,957482102044;106593;6;201901060918
0,906940769223;155698;0;201812311602
0,812188573859;201219;3;201901031432
0,798138144139;30198;5;201901050224
0,846511213079;133434;3;201812270800
0,764971909472;126426;1;201812250958
0,798683483446;167985;4;201901040929
0,875322653953;42664;0;201812312338
0,867971045582;201196;5;201901051609
1,12881855513;20049;1;201901010504
0,794918226598;87546;1;201812251833
0,845726662761;190275;5;201812291643
0,94187462379;212938;4;201812281019
0,704012639207;60081;0;201812242136
0,73694141537;63296;2;201812260743
0,738455057185;39421;1;201812250047
0,763898932699;64427;3;201812270603
1,34057945435;18589;1;201901080310
0,741990713163;46204;2;201812262239
0,839485967019;87735;0;201812241757
0,738054029934;36365;6;201812230622
0,923285808736;17109;3;201812270313
0,770845263801;32603;6;201812230231
0,803389420329;78381;6;201812231955
0,777778501834;27118;6;201812300249
0,760972280261;130370;1;201812251351
0,753555643253;29474;4;201812280149
0,781823595309;82495;1;201812251530
0,807889601364;23575;3;201812270111
0,951327106997;134245;0;201812311704
1,02694720846;24991;0;201901070146
0,807886012838;34296;6;201901062325
0,880394172872;48191;6;201901062143
0,877343665444;120125;6;201812300944
0,85477966938;162134;5;201901051730
0,884175199028;122483;6;201812300939
0,89708969045;143852;3;201901031838
0,736126621843;30161;1;201812250632
0,989326977604;88362;4;201812212033
1,01307970712;27658;0;201901070055
0,744332894163;31166;6;201812302303
0,887155839426;23463;5;201812292331
0,762059521014;63492;5;201812292040
0,708519293572;31644;2;201812260114
0,865848961069;85033;6;201812300841
1,02869948647;198580;0;201812311219
0,981398574349;228447;5;201812291226
0,843383334095;190920;2;201812261257
0,915104224153;225629;5;201901051321
0,724439490672;172660;0;201812241551
0,788949870187;160315;4;201812281758
0,992698869797;128397;6;201901061744
0,768760286119;22343;1;201812250226
0,730337274884;39878;5;201812290523
0,838503521594;35422;1;201901012310
0,891134302792;142960;5;201812221809
0,748535595034;67906;6;201812232020
0,762450720349;29590;0;201812240041
0,910266692902;207426;2;201901021351
0,845090659942;101028;6;201812231856
0,845332706277;33370;1;201901012323
0,726296708534;30454;0;201812240345
0,987604138379;201861;0;201901071452
0,799559177438;195122;3;201901031247
0,73514494146;49284;4;201812282301
0,689975523003;57773;0;201812242039
0,72934812461;28443;0;201812240353
0,942134801866;58555;1;201901010115
0,938370357457;80810;4;201812212122
0,812561237123;22684;4;201812281631
0,969066990234;226856;5;201812291337
0,953920649242;82931;0;201812311855
0,909603623029;200241;5;201812221637
0,909447243001;167709;0;201812311517
0,812496035004;28751;6;201901060324
0,977363448536;238270;3;201812271425
0,806771408714;96236;4;201812281927
0,957362192303;102157;6;201901060919
0,755525541283;35349;3;201812270011
0,758803047808;63356;3;201812270605
0,881975027403;53215;6;201901062109
0,999557120879;25517;0;201901070229
0,729950043496;54787;1;201812252129
1,01477992016;37540;0;201901072242
1,24699976428;133599;1;201901080559
0,84150125161;117157;6;201812230910
0,89067449126;164323;0;201901071834
0,922753220846;104489;5;201901051908
0,830796632995;65988;6;201812302008
0,862192390018;156895;3;201901031829
0,780958686418;56818;3;201901032138
0,80394583874;87809;1;201812251800
0,744136636075;36467;0;201812240524
0,881701645175;48225;6;201901062141
0,934176627553;15496;2;201812260637
0,953443679332;90515;6;201901060850
1,13432651681;20024;1;201901010447
1,08886563531;205886;0;201812311054
1,04694237563;55309;4;201812211559
1,02021315914;192993;0;201812310957
0,739045860871;50958;0;201812242324
0,741335201546;59589;3;201812272127
1,09220050541;12373;0;201812240118
0,827671008922;107473;5;201812290805
0,919752173478;28655;1;201901010413
0,743290134204;170450;0;201812241059
0,757784290622;48856;0;201812242322
0,813623068247;29704;6;201901060245
0,838402188442;200487;6;201812231225
0,762321899986;157553;2;201812261620
0,802753962677;35724;6;201901060119
1,06952867135;92235;1;201901011024
0,718009389734;54661;6;201812232209
0,936590130426;21931;6;201901060434
0,887592902059;66591;6;201901060803
0,837028259545;178090;6;201901061602
1,62678187461;277898;4;201812211632
0,795862765376;160721;3;201812270852
0,939316206456;65260;0;201812310659
0,747430441029;50142;3;201812272216
0,740065610452;32780;4;201812280046
0,902749718193;45478;0;201812312025
0,824604516373;124618;3;201812270750
0,946978887772;227065;5;201901051104
0,744902860383;33544;1;201812250118
0,953444504097;59782;4;201812212324
0,761281469559;23480;2;201812260257
0,746625485281;34184;3;201812270037
0,818900514805;116996;4;201812281900
0,901867421655;196149;2;201901021118
0,90886177314;134751;6;201812301717
0,914166527317;34807;1;201901010324
0,839623691494;42906;6;201901060656
1,52488583537;3968;4;201812211531
0,826434044656;33158;0;201812310004
0,82003321398;165336;6;201812231014
0,762381121574;164902;0;201812241141
0,964917372611;28171;0;201901070355
0,932241423946;109786;0;201812311801
0,830291700161;62069;2;201901022041
1,27476590238;10430;0;201812310338
0,975764886523;230564;5;201812291256
0,948032985273;148022;1;201901011331
1,33660563865;234913;1;201901080640
0,81145923031;38687;4;201901040446
0,721294111866;29952;0;201812240430
0,73289463818;37902;2;201812260613
0,907035818475;166654;0;201812311522
0,76013016235;27689;6;201812300348
1,02607644022;240388;5;201812221328
0,809910270714;62062;5;201901052104
0,843607838318;26086;4;201901040011
0,959298891688;97851;3;201901031932
0,757135902505;49027;0;201812242317
0,898116426689;209890;2;201901021734
1,02470453348;24453;0;201901070255
0,738722259555;57913;3;201812272133
0,762928570831;62910;3;201812270559
0,737333933102;69246;2;201812260800
0,905337801929;151969;6;201901061033
0,842162413327;173014;3;201901030812
1,06993490671;88658;0;201901071945
0,739637044499;29887;5;201812290216
1,25605182092;12226;6;201901060332
0,794630003596;86316;3;201812271934
0,79913663234;25169;4;201812280116
1,01987379279;145032;4;201812211910
0,807248815859;31575;3;201901030033
0,856962207169;36562;1;201901012235
1,75804615649;277842;1;201901080739
0,829621049951;29175;5;201901050240
0,817592088587;157286;5;201812291732
0,939560162984;47545;1;201901010203
0,830187598847;38798;5;201812220413
0,950553935639;21811;0;201812310404
0,728116475094;54915;1;201812252140
0,774657305983;37295;4;201812280008
0,815706404389;89901;4;201812281427
0,962625077425;126820;5;201901050839
1,01048512622;26598;0;201901070132
0,74266977826;31612;6;201812302309
0,797461054165;194316;3;201901031241
0,849470331763;20453;3;201812270025
1,14190586403;243791;4;201901041403
0,947088324214;132174;0;201812310857
0,939489665281;92164;4;201901040609
0,860121149701;158369;5;201901051735
0,824226131202;113547;6;201812231829
0,717831087074;58717;6;201812232137
0,900151902851;22195;4;201901040146
0,796927379686;166720;6;201901061614
0,844357721065;155862;6;201812301643
0,719350631235;38789;1;201812252326
0,75644953576;52463;5;201812292224
0,887924116139;160769;5;201812221751
0,861807532945;45809;1;201901012133
0,941412883812;227006;4;201812281118
1,28036407966;22935;1;201901080306
1,07281166575;194508;4;201812211822
0,794018377388;126316;2;201812261800
0,82175253146;205002;4;201901041149
1,16951372191;232551;4;201812211737
0,856760256447;20173;0;201812240343
0,841624135703;71446;5;201901052023
0,983430698506;19879;3;201901030202
0,876137986443;119773;6;201812300938
1,08728484805;232778;0;201901071743
0,804185163757;149508;3;201812270825
0,885312678211;214875;3;201901031530
0,78601327612;141115;0;201812241642
0,911584549067;31740;1;201901010328
0,944738857348;73143;0;201812311912
1,54944165036;260161;3;201901031705
0,849730439126;33642;1;201901012247
0,906544709452;204875;2;201901021252
0,911622851898;92860;5;201901051925
0,789146916311;34710;6;201901060120
0,782171397239;190077;6;201812231517
0,823000132884;50405;5;201812220555
0,736335341482;112777;1;201812251646
0,874412302858;39951;6;201901062205
0,791918800063;168080;4;201812281751
1,00825455075;27240;0;201901070107
0,935818804126;107142;4;201901041926
1,04239567234;17743;3;201901030225
0,856527635925;37941;1;201901012220
0,877929631207;175695;0;201901071213
0,928066077465;52309;1;201901010144
0,993114871001;31247;0;201901072340
0,739388442833;42266;5;201812292335
0,929419204358;16677;4;201812280357
0,747596992993;185860;0;201812241409
0,917025062064;102269;5;201901051913
0,740381168235;41199;2;201812262338
1,1824276652;248939;4;201901041535
0,74691620974;24431;2;201812260318
0,699859426088;33857;5;201812290119
1,01934845393;35538;0;201901072159
0,869428192628;153634;6;201812301020
0,743283629326;23012;1;201812250533
0,829310606171;28764;0;201812310052
0,882124493145;86051;6;201812301901
0,852919211096;213119;4;201901041329
0,94965063053;146457;1;201901011309
