id;value;weekday_string;weekday
2018-12-31_22-57;30210;Montag;0
2018-12-31_22-58;29809;Montag;0
2018-12-31_22-59;27951;Montag;0
2018-12-31_23-00;27842;Montag;0
2018-12-31_23-01;28783;Montag;0
2018-12-31_23-02;29058;Montag;0
2018-12-31_23-03;27900;Montag;0
2018-12-31_23-04;29046;Montag;0
2018-12-31_23-05;28827;Montag;0
2018-12-31_23-06;27956;Montag;0
2018-12-31_23-07;29344;Montag;0
2018-12-31_23-08;29195;Montag;0
2018-12-31_23-09;29270;Montag;0
2018-12-31_23-10;29063;Montag;0
2018-12-31_23-11;30702;Montag;0
2018-12-31_23-12;31070;Montag;0
2018-12-31_23-13;31240;Montag;0
2018-12-31_23-14;32588;Montag;0
2018-12-31_23-15;31984;Montag;0
2018-12-31_23-16;33619;Montag;0
2018-12-31_23-17;32067;Montag;0
2018-12-31_23-18;34765;Montag;0
2018-12-31_23-19;32761;Montag;0
2018-12-31_23-20;29850;Montag;0
2018-12-31_23-21;26106;Montag;0
2018-12-31_23-22;26526;Montag;0
2018-12-31_23-23;27703;Montag;0
2018-12-31_23-24;35475;Montag;0
2018-12-31_23-25;39345;Montag;0
2018-12-31_23-26;38623;Montag;0
2018-12-31_23-27;37642;Montag;0
2018-12-31_23-28;38948;Montag;0
2018-12-31_23-29;40621;Montag;0
2018-12-31_23-30;40149;Montag;0
2018-12-31_23-31;39819;Montag;0
2018-12-31_23-32;42402;Montag;0
2018-12-31_23-33;40627;Montag;0
2018-12-31_23-34;41935;Montag;0
2018-12-31_23-35;43072;Montag;0
2018-12-31_23-36;41975;Montag;0
2018-12-31_23-37;42921;Montag;0
2018-12-31_23-38;42664;Montag;0
2018-12-31_23-39;43605;Montag;0
2018-12-31_23-40;43882;Montag;0
2018-12-31_23-41;43302;Montag;0
2018-12-31_23-42;44066;Montag;0
2018-12-31_23-43;44295;Montag;0
2018-12-31_23-44;43591;Montag;0
2018-12-31_23-45;46356;Montag;0
2018-12-31_23-46;43282;Montag;0
2018-12-31_23-47;45375;Montag;0
2018-12-31_23-48;45783;Montag;0
2018-12-31_23-49;45164;Montag;0
2018-12-31_23-50;43599;Montag;0
2018-12-31_23-51;45137;Montag;0
2018-12-31_23-52;48277;Montag;0
2018-12-31_23-53;42640;Montag;0
2018-12-31_23-54;45271;Montag;0
2018-12-31_23-55;47055;Montag;0
2018-12-31_23-56;44167;Montag;0
2018-12-31_23-57;46904;Montag;0
2018-12-31_23-58;46370;Montag;0
2018-12-31_23-59;45096;Montag;0
2019-01-01_00-00;45844;Dienstag;1
2019-01-01_00-01;46345;Dienstag;1
2019-01-01_00-02;47524;Dienstag;1
2019-01-01_00-03;47758;Dienstag;1
2019-01-01_00-04;47243;Dienstag;1
2019-01-01_00-05;49029;Dienstag;1
2019-01-01_00-06;46026;Dienstag;1
2019-01-01_00-07;49111;Dienstag;1
2019-01-01_00-08;48827;Dienstag;1
2019-01-01_00-09;49302;Dienstag;1
2019-01-01_00-10;50581;Dienstag;1
2019-01-01_00-11;51936;Dienstag;1
2019-01-01_00-12;50144;Dienstag;1
2019-01-01_00-13;51537;Dienstag;1
2019-01-01_00-14;52466;Dienstag;1
2019-01-01_00-15;52531;Dienstag;1
2019-01-01_00-16;52821;Dienstag;1
2019-01-01_00-17;53019;Dienstag;1
2019-01-01_00-18;55259;Dienstag;1
2019-01-01_00-19;54464;Dienstag;1
2019-01-01_00-20;54842;Dienstag;1
2019-01-01_00-21;56123;Dienstag;1
2019-01-01_00-22;54830;Dienstag;1
2019-01-01_00-23;57096;Dienstag;1
2019-01-01_00-24;55326;Dienstag;1
2019-01-01_00-25;56719;Dienstag;1
2019-01-01_00-26;57948;Dienstag;1
2019-01-01_00-27;58292;Dienstag;1
2019-01-01_00-28;55223;Dienstag;1
2019-01-01_00-29;59272;Dienstag;1
2019-01-01_00-30;58432;Dienstag;1
2019-01-01_00-31;58258;Dienstag;1
2019-01-01_00-32;61254;Dienstag;1
2019-01-01_00-33;59520;Dienstag;1
2019-01-01_00-34;58009;Dienstag;1
2019-01-01_00-35;58994;Dienstag;1
2019-01-01_00-36;60320;Dienstag;1
2019-01-01_00-37;59688;Dienstag;1
2019-01-01_00-38;60141;Dienstag;1
2019-01-01_00-39;59856;Dienstag;1
2019-01-01_00-40;61457;Dienstag;1
2019-01-01_00-41;59333;Dienstag;1
2019-01-01_00-42;62985;Dienstag;1
2019-01-01_00-43;58552;Dienstag;1
2019-01-01_00-44;60346;Dienstag;1
2019-01-01_00-45;63215;Dienstag;1
2019-01-01_00-46;59917;Dienstag;1
2019-01-01_00-47;60519;Dienstag;1
2019-01-01_00-48;61120;Dienstag;1
2019-01-01_00-49;58333;Dienstag;1
2019-01-01_00-50;60266;Dienstag;1
2019-01-01_00-51;60996;Dienstag;1
2019-01-01_00-52;59630;Dienstag;1
2019-01-01_00-53;61261;Dienstag;1
2019-01-01_00-54;60336;Dienstag;1
2019-01-01_00-55;60592;Dienstag;1
2019-01-01_00-56;58574;Dienstag;1
2019-01-01_00-57;63872;Dienstag;1
2019-01-01_00-58;58037;Dienstag;1
2019-01-01_00-59;61138;Dienstag;1
2019-01-01_01-00;59492;Dienstag;1
2019-01-01_01-01;59331;Dienstag;1
2019-01-01_01-02;59850;Dienstag;1
2019-01-01_01-03;59776;Dienstag;1
2019-01-01_01-04;60794;Dienstag;1
2019-01-01_01-05;59971;Dienstag;1
2019-01-01_01-06;58539;Dienstag;1
2019-01-01_01-07;59489;Dienstag;1
2019-01-01_01-08;59298;Dienstag;1
2019-01-01_01-09;60081;Dienstag;1
2019-01-01_01-10;58234;Dienstag;1
2019-01-01_01-11;58446;Dienstag;1
2019-01-01_01-12;60151;Dienstag;1
2019-01-01_01-13;58802;Dienstag;1
2019-01-01_01-14;57565;Dienstag;1
2019-01-01_01-15;58555;Dienstag;1
2019-01-01_01-16;59319;Dienstag;1
2019-01-01_01-17;55556;Dienstag;1
2019-01-01_01-18;58981;Dienstag;1
2019-01-01_01-19;58610;Dienstag;1
2019-01-01_01-20;57433;Dienstag;1
2019-01-01_01-21;57587;Dienstag;1
2019-01-01_01-22;57225;Dienstag;1
2019-01-01_01-23;56793;Dienstag;1
2019-01-01_01-24;57708;Dienstag;1
2019-01-01_01-25;55100;Dienstag;1
2019-01-01_01-26;56401;Dienstag;1
2019-01-01_01-27;57081;Dienstag;1
2019-01-01_01-28;55206;Dienstag;1
2019-01-01_01-29;56238;Dienstag;1
2019-01-01_01-30;54736;Dienstag;1
2019-01-01_01-31;53645;Dienstag;1
2019-01-01_01-32;54844;Dienstag;1
2019-01-01_01-33;56175;Dienstag;1
2019-01-01_01-34;53095;Dienstag;1
2019-01-01_01-35;56080;Dienstag;1
2019-01-01_01-36;51977;Dienstag;1
2019-01-01_01-37;53942;Dienstag;1
2019-01-01_01-38;54017;Dienstag;1
2019-01-01_01-39;52172;Dienstag;1
2019-01-01_01-40;54388;Dienstag;1
2019-01-01_01-41;52811;Dienstag;1
2019-01-01_01-42;50695;Dienstag;1
2019-01-01_01-43;51881;Dienstag;1
2019-01-01_01-44;52309;Dienstag;1
2019-01-01_01-45;50444;Dienstag;1
2019-01-01_01-46;52360;Dienstag;1
2019-01-01_01-47;50547;Dienstag;1
2019-01-01_01-48;49570;Dienstag;1
2019-01-01_01-49;51393;Dienstag;1
2019-01-01_01-50;50360;Dienstag;1
2019-01-01_01-51;49713;Dienstag;1
2019-01-01_01-52;49534;Dienstag;1
2019-01-01_01-53;48281;Dienstag;1
2019-01-01_01-54;48698;Dienstag;1
2019-01-01_01-55;50537;Dienstag;1
2019-01-01_01-56;45961;Dienstag;1
2019-01-01_01-57;49851;Dienstag;1
2019-01-01_01-58;49602;Dienstag;1
2019-01-01_01-59;45673;Dienstag;1
2019-01-01_02-00;48930;Dienstag;1
2019-01-01_02-01;48711;Dienstag;1
2019-01-01_02-02;45066;Dienstag;1
2019-01-01_02-03;47545;Dienstag;1
2019-01-01_02-04;47973;Dienstag;1
2019-01-01_02-05;46815;Dienstag;1
2019-01-01_02-06;46518;Dienstag;1
2019-01-01_02-07;46412;Dienstag;1
2019-01-01_02-08;45761;Dienstag;1
2019-01-01_02-09;41681;Dienstag;1
2019-01-01_02-10;39149;Dienstag;1
2019-01-01_02-11;34433;Dienstag;1
2019-01-01_02-12;31970;Dienstag;1
2019-01-01_02-13;31062;Dienstag;1
2019-01-01_02-14;46988;Dienstag;1
2019-01-01_02-15;43063;Dienstag;1
2019-01-01_02-16;45489;Dienstag;1
2019-01-01_02-17;44108;Dienstag;1
2019-01-01_02-18;42651;Dienstag;1
2019-01-01_02-19;43236;Dienstag;1
2019-01-01_02-20;43476;Dienstag;1
2019-01-01_02-21;42535;Dienstag;1
2019-01-01_02-22;42894;Dienstag;1
2019-01-01_02-23;43229;Dienstag;1
2019-01-01_02-24;42199;Dienstag;1
2019-01-01_02-25;41386;Dienstag;1
2019-01-01_02-26;40651;Dienstag;1
2019-01-01_02-27;42976;Dienstag;1
2019-01-01_02-28;41068;Dienstag;1
2019-01-01_02-29;40266;Dienstag;1
2019-01-01_02-30;34607;Dienstag;1
2019-01-01_02-31;30222;Dienstag;1
2019-01-01_02-32;30461;Dienstag;1
2019-01-01_02-33;27161;Dienstag;1
2019-01-01_02-34;40948;Dienstag;1
2019-01-01_02-35;41839;Dienstag;1
2019-01-01_02-36;38864;Dienstag;1
2019-01-01_02-37;39314;Dienstag;1
2019-01-01_02-38;38774;Dienstag;1
2019-01-01_02-39;40661;Dienstag;1
2019-01-01_02-40;37943;Dienstag;1
2019-01-01_02-41;38963;Dienstag;1
2019-01-01_02-42;39912;Dienstag;1
2019-01-01_02-43;36656;Dienstag;1
2019-01-01_02-44;39300;Dienstag;1
2019-01-01_02-45;38098;Dienstag;1
2019-01-01_02-46;38447;Dienstag;1
2019-01-01_02-47;37171;Dienstag;1
2019-01-01_02-48;37803;Dienstag;1
2019-01-01_02-49;34697;Dienstag;1
2019-01-01_02-50;32411;Dienstag;1
2019-01-01_02-51;29065;Dienstag;1
2019-01-01_02-52;26280;Dienstag;1
2019-01-01_02-53;25718;Dienstag;1
2019-01-01_02-54;37772;Dienstag;1
2019-01-01_02-55;37417;Dienstag;1
2019-01-01_02-56;36385;Dienstag;1
2019-01-01_02-57;35765;Dienstag;1
2019-01-01_02-58;36714;Dienstag;1
2019-01-01_02-59;32517;Dienstag;1
2019-01-01_03-00;32428;Dienstag;1
2019-01-01_03-01;26779;Dienstag;1
2019-01-01_03-02;25531;Dienstag;1
2019-01-01_03-03;24037;Dienstag;1
2019-01-01_03-04;36442;Dienstag;1
2019-01-01_03-05;35473;Dienstag;1
2019-01-01_03-06;35051;Dienstag;1
2019-01-01_03-07;35548;Dienstag;1
2019-01-01_03-08;35396;Dienstag;1
2019-01-01_03-09;34538;Dienstag;1
2019-01-01_03-10;35181;Dienstag;1
2019-01-01_03-11;34563;Dienstag;1
2019-01-01_03-12;35025;Dienstag;1
2019-01-01_03-13;34408;Dienstag;1
2019-01-01_03-14;34959;Dienstag;1
2019-01-01_03-15;34737;Dienstag;1
2019-01-01_03-16;34194;Dienstag;1
2019-01-01_03-17;33632;Dienstag;1
2019-01-01_03-18;34613;Dienstag;1
2019-01-01_03-19;31151;Dienstag;1
2019-01-01_03-20;29564;Dienstag;1
2019-01-01_03-21;26798;Dienstag;1
2019-01-01_03-22;23495;Dienstag;1
2019-01-01_03-23;23719;Dienstag;1
2019-01-01_03-24;34807;Dienstag;1
2019-01-01_03-25;31995;Dienstag;1
2019-01-01_03-26;32119;Dienstag;1
2019-01-01_03-27;34242;Dienstag;1
2019-01-01_03-28;31740;Dienstag;1
2019-01-01_03-29;31964;Dienstag;1
2019-01-01_03-30;32697;Dienstag;1
2019-01-01_03-31;32087;Dienstag;1
2019-01-01_03-32;32438;Dienstag;1
2019-01-01_03-33;33131;Dienstag;1
2019-01-01_03-34;31640;Dienstag;1
2019-01-01_03-35;31421;Dienstag;1
2019-01-01_03-36;34073;Dienstag;1
2019-01-01_03-37;31447;Dienstag;1
2019-01-01_03-38;29860;Dienstag;1
2019-01-01_03-39;33363;Dienstag;1
2019-01-01_03-40;31010;Dienstag;1
2019-01-01_03-41;30903;Dienstag;1
2019-01-01_03-42;30554;Dienstag;1
2019-01-01_03-43;31840;Dienstag;1
2019-01-01_03-44;31090;Dienstag;1
2019-01-01_03-45;31928;Dienstag;1
2019-01-01_03-46;30563;Dienstag;1
2019-01-01_03-47;30870;Dienstag;1
2019-01-01_03-48;30694;Dienstag;1
2019-01-01_03-49;30815;Dienstag;1
2019-01-01_03-50;30855;Dienstag;1
2019-01-01_03-51;31234;Dienstag;1
2019-01-01_03-52;29944;Dienstag;1
2019-01-01_03-53;31130;Dienstag;1
2019-01-01_03-54;30507;Dienstag;1
2019-01-01_03-55;30781;Dienstag;1
2019-01-01_03-56;28928;Dienstag;1
2019-01-01_03-57;30414;Dienstag;1
2019-01-01_03-58;29866;Dienstag;1
2019-01-01_03-59;31134;Dienstag;1
2019-01-01_04-00;30340;Dienstag;1
2019-01-01_04-01;29212;Dienstag;1
2019-01-01_04-02;30650;Dienstag;1
2019-01-01_04-03;30515;Dienstag;1
2019-01-01_04-04;29305;Dienstag;1
2019-01-01_04-05;29202;Dienstag;1
2019-01-01_04-06;30505;Dienstag;1
2019-01-01_04-07;29317;Dienstag;1
2019-01-01_04-08;29665;Dienstag;1
2019-01-01_04-09;29724;Dienstag;1
2019-01-01_04-10;29485;Dienstag;1
2019-01-01_04-11;27708;Dienstag;1
2019-01-01_04-12;31468;Dienstag;1
2019-01-01_04-13;28655;Dienstag;1
2019-01-01_04-14;25482;Dienstag;1
2019-01-01_04-15;22801;Dienstag;1
2019-01-01_04-16;20248;Dienstag;1
2019-01-01_04-17;18341;Dienstag;1
2019-01-01_04-18;21241;Dienstag;1
2019-01-01_04-19;28389;Dienstag;1
2019-01-01_04-20;29468;Dienstag;1
2019-01-01_04-21;29103;Dienstag;1
2019-01-01_04-22;28131;Dienstag;1
2019-01-01_04-23;27217;Dienstag;1
2019-01-01_04-24;26143;Dienstag;1
2019-01-01_04-25;23238;Dienstag;1
2019-01-01_04-26;19815;Dienstag;1
2019-01-01_04-27;20169;Dienstag;1
2019-01-01_04-28;19221;Dienstag;1
2019-01-01_04-29;25787;Dienstag;1
2019-01-01_04-30;25401;Dienstag;1
2019-01-01_04-31;20381;Dienstag;1
2019-01-01_04-32;22534;Dienstag;1
2019-01-01_04-33;20812;Dienstag;1
2019-01-01_04-34;22581;Dienstag;1
2019-01-01_04-35;23815;Dienstag;1
2019-01-01_04-36;18835;Dienstag;1
2019-01-01_04-37;19064;Dienstag;1
2019-01-01_04-38;20561;Dienstag;1
2019-01-01_04-39;26789;Dienstag;1
2019-01-01_04-40;28458;Dienstag;1
2019-01-01_04-41;26843;Dienstag;1
2019-01-01_04-42;28188;Dienstag;1
2019-01-01_04-43;27380;Dienstag;1
2019-01-01_04-44;20693;Dienstag;1
2019-01-01_04-45;19563;Dienstag;1
2019-01-01_04-46;18413;Dienstag;1
2019-01-01_04-47;20024;Dienstag;1
2019-01-01_04-48;9978;Dienstag;1
2019-01-01_04-49;21065;Dienstag;1
2019-01-01_04-50;24927;Dienstag;1
2019-01-01_04-51;20960;Dienstag;1
2019-01-01_04-52;20782;Dienstag;1
2019-01-01_04-53;18990;Dienstag;1
2019-01-01_04-54;14619;Dienstag;1
2019-01-01_04-55;13057;Dienstag;1
2019-01-01_04-56;11365;Dienstag;1
2019-01-01_04-57;9319;Dienstag;1
2019-01-01_04-58;1042;Dienstag;1
2019-01-01_04-59;17388;Dienstag;1
2019-01-01_05-00;25438;Dienstag;1
2019-01-01_05-01;20336;Dienstag;1
2019-01-01_05-02;20480;Dienstag;1
2019-01-01_05-03;18000;Dienstag;1
2019-01-01_05-04;20049;Dienstag;1
2019-01-01_05-05;18975;Dienstag;1
2019-01-01_05-06;18766;Dienstag;1
2019-01-01_05-07;17608;Dienstag;1
2019-01-01_05-08;11494;Dienstag;1
2019-01-01_05-09;20026;Dienstag;1
2019-01-01_05-10;29801;Dienstag;1
2019-01-01_05-11;26926;Dienstag;1
2019-01-01_05-12;25233;Dienstag;1
2019-01-01_05-13;27509;Dienstag;1
2019-01-01_05-14;27068;Dienstag;1
2019-01-01_05-15;26251;Dienstag;1
2019-01-01_05-16;26184;Dienstag;1
2019-01-01_05-17;27488;Dienstag;1
2019-01-01_05-18;25454;Dienstag;1
2019-01-01_05-19;26232;Dienstag;1
2019-01-01_05-20;22924;Dienstag;1
2019-01-01_05-21;18494;Dienstag;1
2019-01-01_05-22;21750;Dienstag;1
2019-01-01_05-23;17948;Dienstag;1
2019-01-01_05-24;25563;Dienstag;1
2019-01-01_05-25;27660;Dienstag;1
2019-01-01_05-26;26269;Dienstag;1
2019-01-01_05-27;25737;Dienstag;1
2019-01-01_05-28;25945;Dienstag;1
2019-01-01_05-29;27299;Dienstag;1
2019-01-01_05-30;26428;Dienstag;1
2019-01-01_05-31;28065;Dienstag;1
2019-01-01_05-32;26343;Dienstag;1
2019-01-01_05-33;25018;Dienstag;1
2019-01-01_05-34;15164;Dienstag;1
2019-01-01_05-35;15150;Dienstag;1
2019-01-01_05-36;9157;Dienstag;1
2019-01-01_05-37;11139;Dienstag;1
2019-01-01_05-38;1840;Dienstag;1
2019-01-01_05-39;19901;Dienstag;1
2019-01-01_05-40;23682;Dienstag;1
2019-01-01_05-41;20029;Dienstag;1
2019-01-01_05-42;18948;Dienstag;1
2019-01-01_05-43;21174;Dienstag;1
2019-01-01_05-44;26681;Dienstag;1
2019-01-01_05-45;26901;Dienstag;1
2019-01-01_05-46;26513;Dienstag;1
2019-01-01_05-47;26464;Dienstag;1
2019-01-01_05-48;26334;Dienstag;1
2019-01-01_05-49;27046;Dienstag;1
2019-01-01_05-50;23156;Dienstag;1
2019-01-01_05-51;20004;Dienstag;1
2019-01-01_05-52;20363;Dienstag;1
2019-01-01_05-53;18271;Dienstag;1
2019-01-01_05-54;18890;Dienstag;1
2019-01-01_05-55;20591;Dienstag;1
2019-01-01_05-56;18481;Dienstag;1
2019-01-01_05-57;18364;Dienstag;1
2019-01-01_05-58;11091;Dienstag;1
2019-01-01_05-59;20488;Dienstag;1
2019-01-01_06-00;27210;Dienstag;1
2019-01-01_06-01;26238;Dienstag;1
2019-01-01_06-02;28031;Dienstag;1
2019-01-01_06-03;27439;Dienstag;1
2019-01-01_06-04;25033;Dienstag;1
2019-01-01_06-05;21793;Dienstag;1
2019-01-01_06-06;20952;Dienstag;1
2019-01-01_06-07;19530;Dienstag;1
2019-01-01_06-08;19005;Dienstag;1
2019-01-01_06-09;26564;Dienstag;1
2019-01-01_06-10;28253;Dienstag;1
2019-01-01_06-11;27902;Dienstag;1
2019-01-01_06-12;29073;Dienstag;1
2019-01-01_06-13;27183;Dienstag;1
2019-01-01_06-14;24449;Dienstag;1
2019-01-01_06-15;21609;Dienstag;1
2019-01-01_06-16;19703;Dienstag;1
2019-01-01_06-17;19412;Dienstag;1
2019-01-01_06-18;20280;Dienstag;1
2019-01-01_06-19;27762;Dienstag;1
2019-01-01_06-20;27993;Dienstag;1
2019-01-01_06-21;28539;Dienstag;1
2019-01-01_06-22;29315;Dienstag;1
2019-01-01_06-23;26745;Dienstag;1
2019-01-01_06-24;29799;Dienstag;1
2019-01-01_06-25;29384;Dienstag;1
2019-01-01_06-26;26849;Dienstag;1
2019-01-01_06-27;28816;Dienstag;1
2019-01-01_06-28;29485;Dienstag;1
2019-01-01_06-29;26314;Dienstag;1
2019-01-01_06-30;26165;Dienstag;1
2019-01-01_06-31;22593;Dienstag;1
2019-01-01_06-32;20645;Dienstag;1
2019-01-01_06-33;22489;Dienstag;1
2019-01-01_06-34;23675;Dienstag;1
2019-01-01_06-35;24385;Dienstag;1
2019-01-01_06-36;18575;Dienstag;1
2019-01-01_06-37;18591;Dienstag;1
2019-01-01_06-38;21177;Dienstag;1
2019-01-01_06-39;26714;Dienstag;1
2019-01-01_06-40;25395;Dienstag;1
2019-01-01_06-41;22305;Dienstag;1
2019-01-01_06-42;23441;Dienstag;1
2019-01-01_06-43;19856;Dienstag;1
2019-01-01_06-44;24544;Dienstag;1
2019-01-01_06-45;24882;Dienstag;1
2019-01-01_06-46;19859;Dienstag;1
2019-01-01_06-47;20887;Dienstag;1
2019-01-01_06-48;19346;Dienstag;1
2019-01-01_06-49;28103;Dienstag;1
2019-01-01_06-50;25757;Dienstag;1
2019-01-01_06-51;23261;Dienstag;1
2019-01-01_06-52;21757;Dienstag;1
2019-01-01_06-53;21411;Dienstag;1
2019-01-01_06-54;25990;Dienstag;1
2019-01-01_06-55;24652;Dienstag;1
2019-01-01_06-56;21583;Dienstag;1
2019-01-01_06-57;20323;Dienstag;1
2019-01-01_06-58;20167;Dienstag;1
2019-01-01_06-59;28641;Dienstag;1
2019-01-01_07-00;26067;Dienstag;1
2019-01-01_07-01;23401;Dienstag;1
2019-01-01_07-02;22542;Dienstag;1
2019-01-01_07-03;20762;Dienstag;1
2019-01-01_07-04;30146;Dienstag;1
2019-01-01_07-05;30858;Dienstag;1
2019-01-01_07-06;30115;Dienstag;1
2019-01-01_07-07;30478;Dienstag;1
2019-01-01_07-08;29648;Dienstag;1
2019-01-01_07-09;29110;Dienstag;1
2019-01-01_07-10;27011;Dienstag;1
2019-01-01_07-11;23525;Dienstag;1
2019-01-01_07-12;22909;Dienstag;1
2019-01-01_07-13;22151;Dienstag;1
2019-01-01_07-14;26761;Dienstag;1
2019-01-01_07-15;24789;Dienstag;1
2019-01-01_07-16;22256;Dienstag;1
2019-01-01_07-17;20085;Dienstag;1
2019-01-01_07-18;21170;Dienstag;1
2019-01-01_07-19;29532;Dienstag;1
2019-01-01_07-20;32172;Dienstag;1
2019-01-01_07-21;30794;Dienstag;1
2019-01-01_07-22;31059;Dienstag;1
2019-01-01_07-23;30780;Dienstag;1
2019-01-01_07-24;29690;Dienstag;1
2019-01-01_07-25;31732;Dienstag;1
2019-01-01_07-26;32552;Dienstag;1
2019-01-01_07-27;30537;Dienstag;1
2019-01-01_07-28;32010;Dienstag;1
2019-01-01_07-29;32861;Dienstag;1
2019-01-01_07-30;30001;Dienstag;1
2019-01-01_07-31;32680;Dienstag;1
2019-01-01_07-32;32060;Dienstag;1
2019-01-01_07-33;31992;Dienstag;1
2019-01-01_07-34;25799;Dienstag;1
2019-01-01_07-35;26989;Dienstag;1
2019-01-01_07-36;22340;Dienstag;1
2019-01-01_07-37;20986;Dienstag;1
2019-01-01_07-38;24152;Dienstag;1
2019-01-01_07-39;30607;Dienstag;1
2019-01-01_07-40;29778;Dienstag;1
2019-01-01_07-41;26884;Dienstag;1
2019-01-01_07-42;24403;Dienstag;1
2019-01-01_07-43;22987;Dienstag;1
2019-01-01_07-44;28837;Dienstag;1
2019-01-01_07-45;26964;Dienstag;1
2019-01-01_07-46;24049;Dienstag;1
2019-01-01_07-47;23225;Dienstag;1
2019-01-01_07-48;21692;Dienstag;1
2019-01-01_07-49;32261;Dienstag;1
2019-01-01_07-50;30828;Dienstag;1
2019-01-01_07-51;26923;Dienstag;1
2019-01-01_07-52;24901;Dienstag;1
2019-01-01_07-53;25026;Dienstag;1
2019-01-01_07-54;28657;Dienstag;1
2019-01-01_07-55;28778;Dienstag;1
2019-01-01_07-56;22971;Dienstag;1
2019-01-01_07-57;24280;Dienstag;1
2019-01-01_07-58;22543;Dienstag;1
2019-01-01_07-59;34671;Dienstag;1
2019-01-01_08-00;29751;Dienstag;1
2019-01-01_08-01;26990;Dienstag;1
2019-01-01_08-02;26360;Dienstag;1
2019-01-01_08-03;25083;Dienstag;1
2019-01-01_08-04;29251;Dienstag;1
2019-01-01_08-05;30709;Dienstag;1
2019-01-01_08-06;23263;Dienstag;1
2019-01-01_08-07;25081;Dienstag;1
2019-01-01_08-08;24140;Dienstag;1
2019-01-01_08-09;35698;Dienstag;1
2019-01-01_08-10;35019;Dienstag;1
2019-01-01_08-11;36225;Dienstag;1
2019-01-01_08-12;35295;Dienstag;1
2019-01-01_08-13;36807;Dienstag;1
2019-01-01_08-14;31357;Dienstag;1
2019-01-01_08-15;29733;Dienstag;1
2019-01-01_08-16;25325;Dienstag;1
2019-01-01_08-17;25842;Dienstag;1
2019-01-01_08-18;24480;Dienstag;1
2019-01-01_08-19;37415;Dienstag;1
2019-01-01_08-20;38125;Dienstag;1
2019-01-01_08-21;38458;Dienstag;1
2019-01-01_08-22;38507;Dienstag;1
2019-01-01_08-23;37811;Dienstag;1
2019-01-01_08-24;38994;Dienstag;1
2019-01-01_08-25;37592;Dienstag;1
2019-01-01_08-26;40694;Dienstag;1
2019-01-01_08-27;36978;Dienstag;1
2019-01-01_08-28;40064;Dienstag;1
2019-01-01_08-29;41302;Dienstag;1
2019-01-01_08-30;38237;Dienstag;1
2019-01-01_08-31;40615;Dienstag;1
2019-01-01_08-32;41945;Dienstag;1
2019-01-01_08-33;40753;Dienstag;1
2019-01-01_08-34;41392;Dienstag;1
2019-01-01_08-35;40645;Dienstag;1
2019-01-01_08-36;44052;Dienstag;1
2019-01-01_08-37;39764;Dienstag;1
2019-01-01_08-38;43611;Dienstag;1
2019-01-01_08-39;42289;Dienstag;1
2019-01-01_08-40;42137;Dienstag;1
2019-01-01_08-41;42274;Dienstag;1
2019-01-01_08-42;44699;Dienstag;1
2019-01-01_08-43;44547;Dienstag;1
2019-01-01_08-44;43398;Dienstag;1
2019-01-01_08-45;44163;Dienstag;1
2019-01-01_08-46;44143;Dienstag;1
2019-01-01_08-47;44521;Dienstag;1
2019-01-01_08-48;45777;Dienstag;1
2019-01-01_08-49;43982;Dienstag;1
2019-01-01_08-50;45502;Dienstag;1
2019-01-01_08-51;47698;Dienstag;1
2019-01-01_08-52;45581;Dienstag;1
2019-01-01_08-53;45319;Dienstag;1
2019-01-01_08-54;47651;Dienstag;1
2019-01-01_08-55;46431;Dienstag;1
2019-01-01_08-56;45929;Dienstag;1
2019-01-01_08-57;48898;Dienstag;1
2019-01-01_08-58;47844;Dienstag;1
2019-01-01_08-59;46480;Dienstag;1
2019-01-01_09-00;47317;Dienstag;1
2019-01-01_09-01;49368;Dienstag;1
2019-01-01_09-02;47939;Dienstag;1
2019-01-01_09-03;48933;Dienstag;1
2019-01-01_09-04;49331;Dienstag;1
2019-01-01_09-05;50537;Dienstag;1
2019-01-01_09-06;49968;Dienstag;1
2019-01-01_09-07;50081;Dienstag;1
2019-01-01_09-08;50438;Dienstag;1
2019-01-01_09-09;51997;Dienstag;1
2019-01-01_09-10;52079;Dienstag;1
2019-01-01_09-11;51465;Dienstag;1
2019-01-01_09-12;54499;Dienstag;1
2019-01-01_09-13;53006;Dienstag;1
2019-01-01_09-14;51853;Dienstag;1
2019-01-01_09-15;55115;Dienstag;1
2019-01-01_09-16;54686;Dienstag;1
2019-01-01_09-17;53231;Dienstag;1
2019-01-01_09-18;55960;Dienstag;1
2019-01-01_09-19;56460;Dienstag;1
2019-01-01_09-20;55176;Dienstag;1
2019-01-01_09-21;56130;Dienstag;1
2019-01-01_09-22;55820;Dienstag;1
2019-01-01_09-23;59508;Dienstag;1
2019-01-01_09-24;56664;Dienstag;1
2019-01-01_09-25;59328;Dienstag;1
2019-01-01_09-26;58349;Dienstag;1
2019-01-01_09-27;58951;Dienstag;1
2019-01-01_09-28;59499;Dienstag;1
2019-01-01_09-29;59773;Dienstag;1
2019-01-01_09-30;60758;Dienstag;1
2019-01-01_09-31;61580;Dienstag;1
2019-01-01_09-32;61548;Dienstag;1
2019-01-01_09-33;64784;Dienstag;1
2019-01-01_09-34;59861;Dienstag;1
2019-01-01_09-35;64492;Dienstag;1
2019-01-01_09-36;67767;Dienstag;1
2019-01-01_09-37;63251;Dienstag;1
