id;value;weekday_string;weekday
2019-01-14_16-25;272951;Montag;0
2019-01-14_16-26;281358;Montag;0
2019-01-14_16-27;274346;Montag;0
2019-01-14_16-28;277163;Montag;0
2019-01-14_16-29;280112;Montag;0
2019-01-14_16-30;280030;Montag;0
2019-01-14_16-31;276510;Montag;0
2019-01-14_16-32;281259;Montag;0
2019-01-14_16-33;283157;Montag;0
2019-01-14_16-34;277353;Montag;0
2019-01-14_16-35;280060;Montag;0
2019-01-14_16-36;288846;Montag;0
2019-01-14_16-37;282498;Montag;0
2019-01-14_16-38;279955;Montag;0
2019-01-14_16-39;288526;Montag;0
2019-01-14_16-40;283686;Montag;0
2019-01-14_16-41;289532;Montag;0
2019-01-14_16-42;284224;Montag;0
2019-01-14_16-43;286234;Montag;0
2019-01-14_16-44;283774;Montag;0
2019-01-14_16-45;285927;Montag;0
2019-01-14_16-46;285266;Montag;0
2019-01-14_16-47;289272;Montag;0
2019-01-14_16-48;282012;Montag;0
2019-01-14_16-49;287329;Montag;0
2019-01-14_16-50;293997;Montag;0
2019-01-14_16-51;276961;Montag;0
2019-01-14_16-52;287027;Montag;0
2019-01-14_16-53;287551;Montag;0
2019-01-14_16-54;278538;Montag;0
2019-01-14_16-55;282852;Montag;0
2019-01-14_16-56;289857;Montag;0
2019-01-14_16-57;282906;Montag;0
2019-01-14_16-58;277218;Montag;0
2019-01-14_16-59;271686;Montag;0
2019-01-14_17-00;278501;Montag;0
2019-01-14_17-01;284725;Montag;0
2019-01-14_17-02;288620;Montag;0
2019-01-14_17-03;280186;Montag;0
2019-01-14_17-04;280857;Montag;0
2019-01-14_17-05;282610;Montag;0
2019-01-14_17-06;288751;Montag;0
2019-01-14_17-07;287950;Montag;0
2019-01-14_17-08;282390;Montag;0
2019-01-14_17-09;287639;Montag;0
2019-01-14_17-10;288811;Montag;0
2019-01-14_17-11;283942;Montag;0
2019-01-14_17-12;285532;Montag;0
2019-01-14_17-13;279245;Montag;0
2019-01-14_17-14;288378;Montag;0
2019-01-14_17-15;276157;Montag;0
2019-01-14_17-16;286110;Montag;0
2019-01-14_17-17;278508;Montag;0
2019-01-14_17-18;287372;Montag;0
2019-01-14_17-19;282183;Montag;0
2019-01-14_17-20;277012;Montag;0
2019-01-14_17-21;283080;Montag;0
2019-01-14_17-22;282423;Montag;0
2019-01-14_17-23;273931;Montag;0
2019-01-14_17-24;279509;Montag;0
2019-01-14_17-25;275138;Montag;0
2019-01-14_17-26;272986;Montag;0
2019-01-14_17-27;275187;Montag;0
2019-01-14_17-28;261574;Montag;0
2019-01-14_17-29;270323;Montag;0
2019-01-14_17-30;280071;Montag;0
2019-01-14_17-31;257588;Montag;0
2019-01-14_17-32;273467;Montag;0
2019-01-14_17-33;272184;Montag;0
2019-01-14_17-34;264020;Montag;0
2019-01-14_17-35;269359;Montag;0
2019-01-14_17-36;269225;Montag;0
2019-01-14_17-37;266012;Montag;0
2019-01-14_17-38;266992;Montag;0
2019-01-14_17-39;263668;Montag;0
2019-01-14_17-40;267420;Montag;0
2019-01-14_17-41;265576;Montag;0
2019-01-14_17-42;270246;Montag;0
2019-01-14_17-43;255506;Montag;0
2019-01-14_17-44;255932;Montag;0
2019-01-14_17-45;260754;Montag;0
2019-01-14_17-46;255738;Montag;0
2019-01-14_17-47;261486;Montag;0
2019-01-14_17-48;255392;Montag;0
2019-01-14_17-49;257239;Montag;0
2019-01-14_17-50;254454;Montag;0
2019-01-14_17-51;253132;Montag;0
2019-01-14_17-52;245831;Montag;0
2019-01-14_17-53;242959;Montag;0
2019-01-14_17-54;252725;Montag;0
2019-01-14_17-55;241011;Montag;0
2019-01-14_17-56;243249;Montag;0
2019-01-14_17-57;236997;Montag;0
2019-01-14_17-58;232210;Montag;0
2019-01-14_17-59;240592;Montag;0
2019-01-14_18-00;237721;Montag;0
2019-01-14_18-01;248991;Montag;0
2019-01-14_18-02;236543;Montag;0
2019-01-14_18-03;226437;Montag;0
2019-01-14_18-04;227939;Montag;0
2019-01-14_18-05;222378;Montag;0
2019-01-14_18-06;227910;Montag;0
2019-01-14_18-07;231738;Montag;0
2019-01-14_18-08;217788;Montag;0
2019-01-14_18-09;222066;Montag;0
2019-01-14_18-10;220177;Montag;0
2019-01-14_18-11;221168;Montag;0
2019-01-14_18-12;216555;Montag;0
2019-01-14_18-13;218951;Montag;0
2019-01-14_18-14;205124;Montag;0
2019-01-14_18-15;206436;Montag;0
2019-01-14_18-16;215252;Montag;0
2019-01-14_18-17;209461;Montag;0
2019-01-14_18-18;209656;Montag;0
2019-01-14_18-19;198716;Montag;0
2019-01-14_18-20;209766;Montag;0
2019-01-14_18-21;212789;Montag;0
2019-01-14_18-22;198530;Montag;0
2019-01-14_18-23;199207;Montag;0
2019-01-14_18-24;196713;Montag;0
2019-01-14_18-25;192834;Montag;0
2019-01-14_18-26;187398;Montag;0
2019-01-14_18-27;187374;Montag;0
2019-01-14_18-28;185345;Montag;0
2019-01-14_18-29;182668;Montag;0
2019-01-14_18-30;181941;Montag;0
2019-01-14_18-31;182459;Montag;0
2019-01-14_18-32;177405;Montag;0
2019-01-14_18-33;181727;Montag;0
2019-01-14_18-34;176464;Montag;0
2019-01-14_18-35;179085;Montag;0
2019-01-14_18-36;176498;Montag;0
2019-01-14_18-37;175186;Montag;0
2019-01-14_18-38;177015;Montag;0
2019-01-14_18-39;171348;Montag;0
2019-01-14_18-40;173634;Montag;0
2019-01-14_18-41;172744;Montag;0
2019-01-14_18-42;164810;Montag;0
2019-01-14_18-43;170792;Montag;0
2019-01-14_18-44;169045;Montag;0
2019-01-14_18-45;162480;Montag;0
2019-01-14_18-46;161981;Montag;0
2019-01-14_18-47;166797;Montag;0
2019-01-14_18-48;161427;Montag;0
2019-01-14_18-49;164842;Montag;0
2019-01-14_18-50;164195;Montag;0
2019-01-14_18-51;151301;Montag;0
2019-01-14_18-52;153433;Montag;0
2019-01-14_18-53;163425;Montag;0
2019-01-14_18-54;148051;Montag;0
2019-01-14_18-55;152337;Montag;0
2019-01-14_18-56;155853;Montag;0
2019-01-14_18-57;145429;Montag;0
2019-01-14_18-58;147560;Montag;0
2019-01-14_18-59;147198;Montag;0
2019-01-14_19-00;143645;Montag;0
2019-01-14_19-01;145742;Montag;0
2019-01-14_19-02;144255;Montag;0
2019-01-14_19-03;137836;Montag;0
2019-01-14_19-04;144389;Montag;0
2019-01-14_19-05;138507;Montag;0
2019-01-14_19-06;139879;Montag;0
2019-01-14_19-07;136909;Montag;0
2019-01-14_19-08;139732;Montag;0
2019-01-14_19-09;138660;Montag;0
2019-01-14_19-10;131370;Montag;0
2019-01-14_19-11;134899;Montag;0
2019-01-14_19-12;135113;Montag;0
2019-01-14_19-13;128270;Montag;0
2019-01-14_19-14;130852;Montag;0
2019-01-14_19-15;127907;Montag;0
2019-01-14_19-16;126300;Montag;0
2019-01-14_19-17;124869;Montag;0
2019-01-14_19-18;124261;Montag;0
2019-01-14_19-19;121955;Montag;0
2019-01-14_19-20;124672;Montag;0
2019-01-14_19-21;122098;Montag;0
2019-01-14_19-22;116340;Montag;0
2019-01-14_19-23;121528;Montag;0
2019-01-14_19-24;122558;Montag;0
2019-01-14_19-25;108842;Montag;0
2019-01-14_19-26;118597;Montag;0
2019-01-14_19-27;114636;Montag;0
2019-01-14_19-28;108068;Montag;0
2019-01-14_19-29;112622;Montag;0
2019-01-14_19-30;110176;Montag;0
2019-01-14_19-31;106571;Montag;0
2019-01-14_19-32;110274;Montag;0
2019-01-14_19-33;112379;Montag;0
2019-01-14_19-34;103929;Montag;0
2019-01-14_19-35;103776;Montag;0
2019-01-14_19-36;105380;Montag;0
2019-01-14_19-37;105344;Montag;0
2019-01-14_19-38;101658;Montag;0
2019-01-14_19-39;104222;Montag;0
2019-01-14_19-40;101255;Montag;0
2019-01-14_19-41;100786;Montag;0
2019-01-14_19-42;101928;Montag;0
2019-01-14_19-43;98250;Montag;0
2019-01-14_19-44;99772;Montag;0
2019-01-14_19-45;99078;Montag;0
2019-01-14_19-46;95851;Montag;0
2019-01-14_19-47;96872;Montag;0
2019-01-14_19-48;100618;Montag;0
2019-01-14_19-49;91281;Montag;0
2019-01-14_19-50;92631;Montag;0
2019-01-14_19-51;97445;Montag;0
2019-01-14_19-52;91162;Montag;0
2019-01-14_19-53;95575;Montag;0
2019-01-14_19-54;94198;Montag;0
2019-01-14_19-55;87185;Montag;0
2019-01-14_19-56;95043;Montag;0
2019-01-14_19-57;93152;Montag;0
2019-01-14_19-58;87934;Montag;0
2019-01-14_19-59;86538;Montag;0
2019-01-14_20-00;87245;Montag;0
2019-01-14_20-01;88915;Montag;0
2019-01-14_20-02;84573;Montag;0
2019-01-14_20-03;88691;Montag;0
2019-01-14_20-04;87065;Montag;0
2019-01-14_20-05;87268;Montag;0
2019-01-14_20-06;88514;Montag;0
2019-01-14_20-07;87279;Montag;0
2019-01-14_20-08;86530;Montag;0
2019-01-14_20-09;87462;Montag;0
2019-01-14_20-10;86824;Montag;0
2019-01-14_20-11;87374;Montag;0
2019-01-14_20-12;84236;Montag;0
2019-01-14_20-13;82193;Montag;0
2019-01-14_20-14;85854;Montag;0
2019-01-14_20-15;83231;Montag;0
2019-01-14_20-16;83828;Montag;0
2019-01-14_20-17;81870;Montag;0
2019-01-14_20-18;83552;Montag;0
2019-01-14_20-19;80303;Montag;0
2019-01-14_20-20;81194;Montag;0
2019-01-14_20-21;82621;Montag;0
2019-01-14_20-22;79471;Montag;0
2019-01-14_20-23;79919;Montag;0
2019-01-14_20-24;79749;Montag;0
2019-01-14_20-25;80241;Montag;0
2019-01-14_20-26;77768;Montag;0
2019-01-14_20-27;79064;Montag;0
2019-01-14_20-28;76563;Montag;0
2019-01-14_20-29;77748;Montag;0
2019-01-14_20-30;75517;Montag;0
2019-01-14_20-31;75954;Montag;0
2019-01-14_20-32;78584;Montag;0
2019-01-14_20-33;74684;Montag;0
2019-01-14_20-34;74293;Montag;0
2019-01-14_20-35;76099;Montag;0
2019-01-14_20-36;75684;Montag;0
2019-01-14_20-37;71061;Montag;0
2019-01-14_20-38;74075;Montag;0
2019-01-14_20-39;75249;Montag;0
2019-01-14_20-40;70655;Montag;0
2019-01-14_20-41;73935;Montag;0
2019-01-14_20-42;75622;Montag;0
2019-01-14_20-43;70283;Montag;0
2019-01-14_20-44;73511;Montag;0
2019-01-14_20-45;71240;Montag;0
2019-01-14_20-46;70978;Montag;0
2019-01-14_20-47;72674;Montag;0
2019-01-14_20-48;73289;Montag;0
2019-01-14_20-49;69807;Montag;0
2019-01-14_20-50;72181;Montag;0
2019-01-14_20-51;71951;Montag;0
2019-01-14_20-52;70859;Montag;0
2019-01-14_20-53;72083;Montag;0
2019-01-14_20-54;67782;Montag;0
2019-01-14_20-55;68798;Montag;0
2019-01-14_20-56;68423;Montag;0
2019-01-14_20-57;69675;Montag;0
2019-01-14_20-58;67306;Montag;0
2019-01-14_20-59;69805;Montag;0
2019-01-14_21-00;69870;Montag;0
2019-01-14_21-01;67936;Montag;0
2019-01-14_21-02;67538;Montag;0
2019-01-14_21-03;70322;Montag;0
2019-01-14_21-04;68313;Montag;0
2019-01-14_21-05;69994;Montag;0
2019-01-14_21-06;70116;Montag;0
2019-01-14_21-07;68780;Montag;0
2019-01-14_21-08;69545;Montag;0
2019-01-14_21-09;70594;Montag;0
2019-01-14_21-10;68004;Montag;0
2019-01-14_21-11;67999;Montag;0
2019-01-14_21-12;68795;Montag;0
2019-01-14_21-13;69343;Montag;0
2019-01-14_21-14;67121;Montag;0
2019-01-14_21-15;66476;Montag;0
2019-01-14_21-16;68463;Montag;0
2019-01-14_21-17;67286;Montag;0
2019-01-14_21-18;65695;Montag;0
2019-01-14_21-19;64831;Montag;0
2019-01-14_21-20;67181;Montag;0
2019-01-14_21-21;64118;Montag;0
2019-01-14_21-22;65861;Montag;0
2019-01-14_21-23;62983;Montag;0
2019-01-14_21-24;64014;Montag;0
2019-01-14_21-25;64089;Montag;0
2019-01-14_21-26;63528;Montag;0
2019-01-14_21-27;61112;Montag;0
2019-01-14_21-28;63312;Montag;0
2019-01-14_21-29;62664;Montag;0
2019-01-14_21-30;60015;Montag;0
2019-01-14_21-31;62332;Montag;0
2019-01-14_21-32;60189;Montag;0
2019-01-14_21-33;58881;Montag;0
2019-01-14_21-34;59571;Montag;0
2019-01-14_21-35;60410;Montag;0
2019-01-14_21-36;59188;Montag;0
2019-01-14_21-37;58918;Montag;0
2019-01-14_21-38;59342;Montag;0
2019-01-14_21-39;59426;Montag;0
2019-01-14_21-40;56868;Montag;0
2019-01-14_21-41;57856;Montag;0
2019-01-14_21-42;57733;Montag;0
2019-01-14_21-43;56966;Montag;0
2019-01-14_21-44;55775;Montag;0
2019-01-14_21-45;57174;Montag;0
2019-01-14_21-46;57159;Montag;0
2019-01-14_21-47;55345;Montag;0
2019-01-14_21-48;55241;Montag;0
2019-01-14_21-49;56755;Montag;0
2019-01-14_21-50;53269;Montag;0
2019-01-14_21-51;54946;Montag;0
2019-01-14_21-52;52327;Montag;0
2019-01-14_21-53;52509;Montag;0
2019-01-14_21-54;54000;Montag;0
2019-01-14_21-55;53352;Montag;0
2019-01-14_21-56;50425;Montag;0
2019-01-14_21-57;50695;Montag;0
2019-01-14_21-58;53476;Montag;0
2019-01-14_21-59;48957;Montag;0
2019-01-14_22-00;51904;Montag;0
2019-01-14_22-01;50916;Montag;0
2019-01-14_22-02;50779;Montag;0
2019-01-14_22-03;49448;Montag;0
2019-01-14_22-04;53909;Montag;0
2019-01-14_22-05;49285;Montag;0
2019-01-14_22-06;50277;Montag;0
2019-01-14_22-07;49012;Montag;0
2019-01-14_22-08;50601;Montag;0
2019-01-14_22-09;47870;Montag;0
2019-01-14_22-10;51047;Montag;0
2019-01-14_22-11;48625;Montag;0
2019-01-14_22-12;48845;Montag;0
2019-01-14_22-13;48557;Montag;0
2019-01-14_22-14;47043;Montag;0
2019-01-14_22-15;46562;Montag;0
2019-01-14_22-16;48837;Montag;0
2019-01-14_22-17;46840;Montag;0
2019-01-14_22-18;46185;Montag;0
2019-01-14_22-19;45696;Montag;0
2019-01-14_22-20;45406;Montag;0
2019-01-14_22-21;44788;Montag;0
2019-01-14_22-22;46914;Montag;0
2019-01-14_22-23;47011;Montag;0
2019-01-14_22-24;46239;Montag;0
2019-01-14_22-25;42507;Montag;0
2019-01-14_22-26;43911;Montag;0
2019-01-14_22-27;42221;Montag;0
2019-01-14_22-28;43626;Montag;0
2019-01-14_22-29;41152;Montag;0
2019-01-14_22-30;42567;Montag;0
2019-01-14_22-31;42355;Montag;0
2019-01-14_22-32;40614;Montag;0
2019-01-14_22-33;42233;Montag;0
2019-01-14_22-34;40633;Montag;0
2019-01-14_22-35;39981;Montag;0
2019-01-14_22-36;42525;Montag;0
2019-01-14_22-37;39263;Montag;0
2019-01-14_22-38;38967;Montag;0
2019-01-14_22-39;41449;Montag;0
2019-01-14_22-40;39361;Montag;0
2019-01-14_22-41;41386;Montag;0
2019-01-14_22-42;37797;Montag;0
2019-01-14_22-43;39361;Montag;0
2019-01-14_22-44;36174;Montag;0
2019-01-14_22-45;37491;Montag;0
2019-01-14_22-46;30576;Montag;0
2019-01-14_22-47;28570;Montag;0
2019-01-14_22-48;28943;Montag;0
2019-01-14_22-49;38298;Montag;0
2019-01-14_22-50;39196;Montag;0
2019-01-14_22-51;38523;Montag;0
2019-01-14_22-52;37214;Montag;0
2019-01-14_22-53;38004;Montag;0
2019-01-14_22-54;35677;Montag;0
2019-01-14_22-55;35337;Montag;0
2019-01-14_22-56;29072;Montag;0
2019-01-14_22-57;27732;Montag;0
2019-01-14_22-58;27980;Montag;0
2019-01-14_22-59;36211;Montag;0
2019-01-14_23-00;37488;Montag;0
2019-01-14_23-01;36820;Montag;0
2019-01-14_23-02;35973;Montag;0
2019-01-14_23-03;35656;Montag;0
2019-01-14_23-04;37101;Montag;0
2019-01-14_23-05;35266;Montag;0
2019-01-14_23-06;37072;Montag;0
2019-01-14_23-07;35610;Montag;0
2019-01-14_23-08;38193;Montag;0
2019-01-14_23-09;35329;Montag;0
2019-01-14_23-10;35124;Montag;0
2019-01-14_23-11;37113;Montag;0
2019-01-14_23-12;34302;Montag;0
2019-01-14_23-13;35177;Montag;0
2019-01-14_23-14;33529;Montag;0
2019-01-14_23-15;32532;Montag;0
2019-01-14_23-16;27714;Montag;0
2019-01-14_23-17;26244;Montag;0
2019-01-14_23-18;24344;Montag;0
2019-01-14_23-19;22539;Montag;0
2019-01-14_23-20;17628;Montag;0
2019-01-14_23-21;18205;Montag;0
2019-01-14_23-22;25775;Montag;0
2019-01-14_23-23;35933;Montag;0
2019-01-14_23-24;31325;Montag;0
2019-01-14_23-25;31273;Montag;0
2019-01-14_23-26;27294;Montag;0
2019-01-14_23-27;24947;Montag;0
2019-01-14_23-28;23210;Montag;0
2019-01-14_23-29;33991;Montag;0
2019-01-14_23-30;35093;Montag;0
2019-01-14_23-31;32336;Montag;0
2019-01-14_23-32;34521;Montag;0
2019-01-14_23-33;32467;Montag;0
2019-01-14_23-34;29747;Montag;0
2019-01-14_23-35;31437;Montag;0
2019-01-14_23-36;25933;Montag;0
2019-01-14_23-37;23859;Montag;0
2019-01-14_23-38;23734;Montag;0
2019-01-14_23-39;33337;Montag;0
2019-01-14_23-40;31670;Montag;0
2019-01-14_23-41;31853;Montag;0
2019-01-14_23-42;32485;Montag;0
2019-01-14_23-43;30445;Montag;0
2019-01-14_23-44;32253;Montag;0
2019-01-14_23-45;33768;Montag;0
2019-01-14_23-46;31794;Montag;0
2019-01-14_23-47;31107;Montag;0
2019-01-14_23-48;32012;Montag;0
2019-01-14_23-49;23483;Montag;0
2019-01-14_23-50;22460;Montag;0
2019-01-14_23-51;23836;Montag;0
2019-01-14_23-52;18723;Montag;0
2019-01-14_23-53;12215;Montag;0
2019-01-14_23-54;23220;Montag;0
2019-01-14_23-55;27897;Montag;0
2019-01-14_23-56;23975;Montag;0
2019-01-14_23-57;23843;Montag;0
2019-01-14_23-58;22651;Montag;0
2019-01-14_23-59;28393;Montag;0
2019-01-15_00-00;31255;Dienstag;1
2019-01-15_00-01;30706;Dienstag;1
2019-01-15_00-02;29039;Dienstag;1
2019-01-15_00-03;31450;Dienstag;1
2019-01-15_00-04;28855;Dienstag;1
2019-01-15_00-05;31110;Dienstag;1
2019-01-15_00-06;29778;Dienstag;1
2019-01-15_00-07;28651;Dienstag;1
2019-01-15_00-08;28785;Dienstag;1
2019-01-15_00-09;20283;Dienstag;1
2019-01-15_00-10;13980;Dienstag;1
2019-01-15_00-11;15467;Dienstag;1
2019-01-15_00-12;21860;Dienstag;1
2019-01-15_00-13;28762;Dienstag;1
2019-01-15_00-14;30817;Dienstag;1
2019-01-15_00-15;28745;Dienstag;1
2019-01-15_00-16;28624;Dienstag;1
2019-01-15_00-17;30388;Dienstag;1
2019-01-15_00-18;28933;Dienstag;1
2019-01-15_00-19;29324;Dienstag;1
2019-01-15_00-20;29071;Dienstag;1
2019-01-15_00-21;28680;Dienstag;1
2019-01-15_00-22;29219;Dienstag;1
2019-01-15_00-23;29541;Dienstag;1
2019-01-15_00-24;27793;Dienstag;1
2019-01-15_00-25;30198;Dienstag;1
2019-01-15_00-26;29573;Dienstag;1
2019-01-15_00-27;27042;Dienstag;1
2019-01-15_00-28;28475;Dienstag;1
2019-01-15_00-29;30273;Dienstag;1
2019-01-15_00-30;27333;Dienstag;1
2019-01-15_00-31;29304;Dienstag;1
2019-01-15_00-32;30293;Dienstag;1
2019-01-15_00-33;27901;Dienstag;1
2019-01-15_00-34;27650;Dienstag;1
2019-01-15_00-35;29329;Dienstag;1
2019-01-15_00-36;29642;Dienstag;1
2019-01-15_00-37;27204;Dienstag;1
2019-01-15_00-38;28096;Dienstag;1
2019-01-15_00-39;16870;Dienstag;1
2019-01-15_00-40;13145;Dienstag;1
2019-01-15_00-41;14856;Dienstag;1
2019-01-15_00-42;20991;Dienstag;1
2019-01-15_00-43;27187;Dienstag;1
2019-01-15_00-44;28881;Dienstag;1
2019-01-15_00-45;27993;Dienstag;1
2019-01-15_00-46;29004;Dienstag;1
2019-01-15_00-47;29353;Dienstag;1
2019-01-15_00-48;27672;Dienstag;1
2019-01-15_00-49;9437;Dienstag;1
2019-01-15_00-50;5805;Dienstag;1
2019-01-15_00-51;6455;Dienstag;1
2019-01-15_00-52;9989;Dienstag;1
2019-01-15_00-53;10846;Dienstag;1
2019-01-15_00-54;23683;Dienstag;1
2019-01-15_00-55;26003;Dienstag;1
2019-01-15_00-56;27607;Dienstag;1
2019-01-15_00-57;30760;Dienstag;1
2019-01-15_00-58;26123;Dienstag;1
2019-01-15_00-59;19322;Dienstag;1
2019-01-15_01-00;22401;Dienstag;1
2019-01-15_01-01;18663;Dienstag;1
2019-01-15_01-02;17995;Dienstag;1
2019-01-15_01-03;10640;Dienstag;1
2019-01-15_01-04;21086;Dienstag;1
2019-01-15_01-05;26425;Dienstag;1
2019-01-15_01-06;28117;Dienstag;1
2019-01-15_01-07;27993;Dienstag;1
2019-01-15_01-08;25869;Dienstag;1
2019-01-15_01-09;27555;Dienstag;1
2019-01-15_01-10;26595;Dienstag;1
2019-01-15_01-11;26169;Dienstag;1
2019-01-15_01-12;28642;Dienstag;1
2019-01-15_01-13;27583;Dienstag;1
2019-01-15_01-14;24766;Dienstag;1
2019-01-15_01-15;27611;Dienstag;1
2019-01-15_01-16;27664;Dienstag;1
2019-01-15_01-17;24734;Dienstag;1
2019-01-15_01-18;26703;Dienstag;1
2019-01-15_01-19;26790;Dienstag;1
2019-01-15_01-20;27675;Dienstag;1
2019-01-15_01-21;26297;Dienstag;1
2019-01-15_01-22;27188;Dienstag;1
2019-01-15_01-23;26545;Dienstag;1
2019-01-15_01-24;25771;Dienstag;1
2019-01-15_01-25;26389;Dienstag;1
2019-01-15_01-26;25076;Dienstag;1
2019-01-15_01-27;26634;Dienstag;1
2019-01-15_01-28;26705;Dienstag;1
2019-01-15_01-29;16354;Dienstag;1
2019-01-15_01-30;11925;Dienstag;1
2019-01-15_01-31;13464;Dienstag;1
2019-01-15_01-32;17895;Dienstag;1
2019-01-15_01-33;24670;Dienstag;1
2019-01-15_01-34;26814;Dienstag;1
2019-01-15_01-35;24790;Dienstag;1
2019-01-15_01-36;26446;Dienstag;1
2019-01-15_01-37;25528;Dienstag;1
2019-01-15_01-38;25981;Dienstag;1
2019-01-15_01-39;25666;Dienstag;1
2019-01-15_01-40;26659;Dienstag;1
2019-01-15_01-41;25912;Dienstag;1
2019-01-15_01-42;24809;Dienstag;1
2019-01-15_01-43;26661;Dienstag;1
2019-01-15_01-44;26138;Dienstag;1
2019-01-15_01-45;24167;Dienstag;1
2019-01-15_01-46;25019;Dienstag;1
2019-01-15_01-47;26195;Dienstag;1
2019-01-15_01-48;25453;Dienstag;1
2019-01-15_01-49;25475;Dienstag;1
2019-01-15_01-50;25603;Dienstag;1
2019-01-15_01-51;24047;Dienstag;1
2019-01-15_01-52;25607;Dienstag;1
2019-01-15_01-53;26092;Dienstag;1
2019-01-15_01-54;24769;Dienstag;1
2019-01-15_01-55;24386;Dienstag;1
2019-01-15_01-56;27786;Dienstag;1
2019-01-15_01-57;22985;Dienstag;1
2019-01-15_01-58;25059;Dienstag;1
2019-01-15_01-59;25734;Dienstag;1
2019-01-15_02-00;25765;Dienstag;1
2019-01-15_02-01;23593;Dienstag;1
2019-01-15_02-02;25506;Dienstag;1
2019-01-15_02-03;23202;Dienstag;1
2019-01-15_02-04;25695;Dienstag;1
2019-01-15_02-05;24837;Dienstag;1
2019-01-15_02-06;24810;Dienstag;1
2019-01-15_02-07;25140;Dienstag;1
2019-01-15_02-08;24403;Dienstag;1
2019-01-15_02-09;13176;Dienstag;1
2019-01-15_02-10;11585;Dienstag;1
2019-01-15_02-11;13627;Dienstag;1
2019-01-15_02-12;14783;Dienstag;1
2019-01-15_02-13;23750;Dienstag;1
2019-01-15_02-14;26073;Dienstag;1
2019-01-15_02-15;24012;Dienstag;1
2019-01-15_02-16;23611;Dienstag;1
2019-01-15_02-17;24325;Dienstag;1
2019-01-15_02-18;26810;Dienstag;1
2019-01-15_02-19;22948;Dienstag;1
2019-01-15_02-20;24203;Dienstag;1
2019-01-15_02-21;25118;Dienstag;1
2019-01-15_02-22;24998;Dienstag;1
2019-01-15_02-23;22911;Dienstag;1
2019-01-15_02-24;26139;Dienstag;1
2019-01-15_02-25;22934;Dienstag;1
2019-01-15_02-26;25874;Dienstag;1
2019-01-15_02-27;24436;Dienstag;1
2019-01-15_02-28;23373;Dienstag;1
2019-01-15_02-29;24885;Dienstag;1
2019-01-15_02-30;24718;Dienstag;1
2019-01-15_02-31;23274;Dienstag;1
2019-01-15_02-32;23819;Dienstag;1
2019-01-15_02-33;27017;Dienstag;1
2019-01-15_02-34;22946;Dienstag;1
2019-01-15_02-35;24060;Dienstag;1
2019-01-15_02-36;24599;Dienstag;1
2019-01-15_02-37;25568;Dienstag;1
2019-01-15_02-38;23646;Dienstag;1
2019-01-15_02-39;24400;Dienstag;1
2019-01-15_02-40;25104;Dienstag;1
2019-01-15_02-41;23267;Dienstag;1
2019-01-15_02-42;24878;Dienstag;1
2019-01-15_02-43;25681;Dienstag;1
2019-01-15_02-44;22958;Dienstag;1
2019-01-15_02-45;25383;Dienstag;1
2019-01-15_02-46;24324;Dienstag;1
2019-01-15_02-47;24264;Dienstag;1
2019-01-15_02-48;23548;Dienstag;1
2019-01-15_02-49;26630;Dienstag;1
2019-01-15_02-50;23336;Dienstag;1
2019-01-15_02-51;25814;Dienstag;1
2019-01-15_02-52;24422;Dienstag;1
2019-01-15_02-53;25118;Dienstag;1
2019-01-15_02-54;24404;Dienstag;1
2019-01-15_02-55;25050;Dienstag;1
2019-01-15_02-56;24675;Dienstag;1
2019-01-15_02-57;24351;Dienstag;1
2019-01-15_02-58;24533;Dienstag;1
2019-01-15_02-59;24832;Dienstag;1
2019-01-15_03-00;24631;Dienstag;1
2019-01-15_03-01;24669;Dienstag;1
2019-01-15_03-02;24752;Dienstag;1
2019-01-15_03-03;23825;Dienstag;1
2019-01-15_03-04;26339;Dienstag;1
2019-01-15_03-05;24007;Dienstag;1
2019-01-15_03-06;24623;Dienstag;1
2019-01-15_03-07;24794;Dienstag;1
2019-01-15_03-08;26105;Dienstag;1
2019-01-15_03-09;24183;Dienstag;1
2019-01-15_03-10;25234;Dienstag;1
2019-01-15_03-11;26174;Dienstag;1
2019-01-15_03-12;24084;Dienstag;1
2019-01-15_03-13;24574;Dienstag;1
2019-01-15_03-14;26521;Dienstag;1
2019-01-15_03-15;24644;Dienstag;1
2019-01-15_03-16;24705;Dienstag;1
2019-01-15_03-17;25128;Dienstag;1
2019-01-15_03-18;25268;Dienstag;1
2019-01-15_03-19;25658;Dienstag;1
2019-01-15_03-20;26396;Dienstag;1
2019-01-15_03-21;24087;Dienstag;1
2019-01-15_03-22;27978;Dienstag;1
2019-01-15_03-23;26063;Dienstag;1
2019-01-15_03-24;24656;Dienstag;1
2019-01-15_03-25;25889;Dienstag;1
2019-01-15_03-26;28584;Dienstag;1
2019-01-15_03-27;24162;Dienstag;1
2019-01-15_03-28;25991;Dienstag;1
2019-01-15_03-29;27044;Dienstag;1
2019-01-15_03-30;26998;Dienstag;1
2019-01-15_03-31;25504;Dienstag;1
2019-01-15_03-32;27272;Dienstag;1
2019-01-15_03-33;26789;Dienstag;1
2019-01-15_03-34;25487;Dienstag;1
2019-01-15_03-35;28410;Dienstag;1
2019-01-15_03-36;27520;Dienstag;1
2019-01-15_03-37;26853;Dienstag;1
2019-01-15_03-38;28146;Dienstag;1
2019-01-15_03-39;27199;Dienstag;1
2019-01-15_03-40;26788;Dienstag;1
2019-01-15_03-41;27835;Dienstag;1
