id;value
2019-01-19_19-08;111157
2019-01-19_19-09;111157
2019-01-19_19-10;109272
2019-01-19_19-11;105514
2019-01-19_19-12;109726
2019-01-19_19-13;106208
2019-01-19_19-14;105032
2019-01-19_19-15;107006
2019-01-19_19-16;100819
2019-01-19_19-17;102658
2019-01-19_19-18;103093
2019-01-19_19-19;104921
2019-01-19_19-20;95078
2019-01-19_19-21;100580
2019-01-19_19-22;102443
2019-01-19_19-23;97409
2019-01-19_19-24;96750
2019-01-19_19-25;103338
2019-01-19_19-26;94944
2019-01-19_19-27;97810
2019-01-19_19-28;96028
2019-01-19_19-29;93873
2019-01-19_19-30;97172
2019-01-19_19-31;92458
2019-01-19_19-32;94357
2019-01-19_19-33;96140
2019-01-19_19-34;91810
2019-01-19_19-35;90432
2019-01-19_19-36;94489
2019-01-19_19-37;90091
2019-01-19_19-38;88818
2019-01-19_19-39;87925
2019-01-19_19-40;93790
2019-01-19_19-41;85912
2019-01-19_19-42;85508
2019-01-19_19-43;87439
2019-01-19_19-44;88000
2019-01-19_19-45;84194
2019-01-19_19-46;86138
2019-01-19_19-47;90694
2019-01-19_19-48;79705
2019-01-19_19-49;83426
2019-01-19_19-50;84009
2019-01-19_19-51;84685
2019-01-19_19-52;82480
2019-01-19_19-53;88152
2019-01-19_19-54;79350
2019-01-19_19-55;81547
2019-01-19_19-56;87098
2019-01-19_19-57;75373
2019-01-19_19-58;80786
2019-01-19_19-59;81573
2019-01-19_20-00;78141
2019-01-19_20-01;80949
2019-01-19_20-02;77371
2019-01-19_20-03;80302
2019-01-19_20-04;76265
2019-01-19_20-05;79512
2019-01-19_20-06;77781
2019-01-19_20-07;76746
2019-01-19_20-08;79086
2019-01-19_20-09;78074
2019-01-19_20-10;75310
2019-01-19_20-11;74267
2019-01-19_20-12;77629
2019-01-19_20-13;73002
2019-01-19_20-14;77188
2019-01-19_20-15;74260
2019-01-19_20-16;71440
2019-01-19_20-17;73729
2019-01-19_20-18;75261
2019-01-19_20-19;71565
2019-01-19_20-20;75106
2019-01-19_20-21;70788
2019-01-19_20-22;69861
2019-01-19_20-23;72634
2019-01-19_20-24;73429
2019-01-19_20-25;68907
2019-01-19_20-26;76593
2019-01-19_20-27;70706
2019-01-19_20-28;67717
2019-01-19_20-29;70745
2019-01-19_20-30;71024
2019-01-19_20-31;66579
2019-01-19_20-32;68589
2019-01-19_20-33;69479
2019-01-19_20-34;66741
2019-01-19_20-35;67826
2019-01-19_20-36;68717
2019-01-19_20-37;65147
2019-01-19_20-38;70330
2019-01-19_20-39;65738
2019-01-19_20-40;66925
2019-01-19_20-41;65696
2019-01-19_20-42;67238
2019-01-19_20-43;64762
2019-01-19_20-44;65017
2019-01-19_20-45;67696
2019-01-19_20-46;64669
2019-01-19_20-47;66525
2019-01-19_20-48;63920
2019-01-19_20-49;62827
2019-01-19_20-50;65471
2019-01-19_20-51;66032
2019-01-19_20-52;63295
2019-01-19_20-53;65443
2019-01-19_20-54;66178
2019-01-19_20-55;62529
2019-01-19_20-56;67811
2019-01-19_20-57;62903
2019-01-19_20-58;65797
2019-01-19_20-59;63336
2019-01-19_21-00;65982
2019-01-19_21-01;64286
2019-01-19_21-02;64025
2019-01-19_21-03;63431
2019-01-19_21-04;65284
2019-01-19_21-05;63317
2019-01-19_21-06;67582
2019-01-19_21-07;63883
2019-01-19_21-08;62249
2019-01-19_21-09;63659
2019-01-19_21-10;67569
2019-01-19_21-11;65396
2019-01-19_21-12;64669
2019-01-19_21-13;64437
2019-01-19_21-14;61634
2019-01-19_21-15;66362
2019-01-19_21-16;67443
2019-01-19_21-17;61710
2019-01-19_21-18;65656
2019-01-19_21-19;68409
2019-01-19_21-20;61628
2019-01-19_21-21;64349
2019-01-19_21-22;64475
2019-01-19_21-23;65416
2019-01-19_21-24;64488
2019-01-19_21-25;65964
2019-01-19_21-26;63742
2019-01-19_21-27;62726
2019-01-19_21-28;65843
2019-01-19_21-29;62781
2019-01-19_21-30;66343
2019-01-19_21-31;64495
2019-01-19_21-32;64277
2019-01-19_21-33;63235
2019-01-19_21-34;62572
2019-01-19_21-35;65734
2019-01-19_21-36;61542
2019-01-19_21-37;64850
2019-01-19_21-38;65575
2019-01-19_21-39;65114
2019-01-19_21-40;61306
2019-01-19_21-41;65986
2019-01-19_21-42;63523
2019-01-19_21-43;64469
2019-01-19_21-44;63729
2019-01-19_21-45;62850
2019-01-19_21-46;64628
2019-01-19_21-47;65068
2019-01-19_21-48;63742
2019-01-19_21-49;60564
2019-01-19_21-50;68910
2019-01-19_21-51;60366
2019-01-19_21-52;62141
2019-01-19_21-53;68403
2019-01-19_21-54;61792
2019-01-19_21-55;63585
2019-01-19_21-56;64210
2019-01-19_21-57;62137
2019-01-19_21-58;64425
2019-01-19_21-59;64829
2019-01-19_22-00;63716
2019-01-19_22-01;62113
2019-01-19_22-02;61919
2019-01-19_22-03;63502
2019-01-19_22-04;61685
2019-01-19_22-05;62121
2019-01-19_22-06;64762
2019-01-19_22-07;62117
2019-01-19_22-08;61219
2019-01-19_22-09;63100
2019-01-19_22-10;61331
2019-01-19_22-11;62472
2019-01-19_22-12;64402
2019-01-19_22-13;60740
2019-01-19_22-14;62607
2019-01-19_22-15;61755
2019-01-19_22-16;63661
2019-01-19_22-17;59499
2019-01-19_22-18;62760
2019-01-19_22-19;61856
2019-01-19_22-20;61587
2019-01-19_22-21;62338
2019-01-19_22-22;60823
2019-01-19_22-23;62115
2019-01-19_22-24;63288
2019-01-19_22-25;59170
2019-01-19_22-26;63692
2019-01-19_22-27;61431
2019-01-19_22-28;60363
2019-01-19_22-29;60454
2019-01-19_22-30;59483
2019-01-19_22-31;61853
2019-01-19_22-32;61242
2019-01-19_22-33;61335
2019-01-19_22-34;58871
2019-01-19_22-35;59719
2019-01-19_22-36;62256
2019-01-19_22-37;59826
2019-01-19_22-38;57086
2019-01-19_22-39;65901
2019-01-19_22-40;55162
2019-01-19_22-41;60882
2019-01-19_22-42;59455
2019-01-19_22-43;62152
2019-01-19_22-44;57433
2019-01-19_22-45;61792
2019-01-19_22-46;58151
2019-01-19_22-47;58554
2019-01-19_22-48;61689
2019-01-19_22-49;59547
2019-01-19_22-50;59472
2019-01-19_22-51;58170
2019-01-19_22-52;61398
2019-01-19_22-53;59035
2019-01-19_22-54;55127
2019-01-19_22-55;61556
2019-01-19_22-56;57414
2019-01-19_22-57;60246
2019-01-19_22-58;57533
2019-01-19_22-59;57218
2019-01-19_23-00;59935
2019-01-19_23-01;54895
2019-01-19_23-02;56552
2019-01-19_23-03;59815
2019-01-19_23-04;56996
2019-01-19_23-05;55145
2019-01-19_23-06;58686
2019-01-19_23-07;57042
2019-01-19_23-08;56134
2019-01-19_23-09;56691
2019-01-19_23-10;55194
2019-01-19_23-11;56760
2019-01-19_23-12;56974
2019-01-19_23-13;56085
2019-01-19_23-14;53818
2019-01-19_23-15;57429
2019-01-19_23-16;54926
2019-01-19_23-17;57135
2019-01-19_23-18;54443
2019-01-19_23-19;58266
2019-01-19_23-20;52707
2019-01-19_23-21;55591
2019-01-19_23-22;54100
2019-01-19_23-23;53964
2019-01-19_23-24;53318
2019-01-19_23-25;54470
2019-01-19_23-26;52677
2019-01-19_23-27;54150
2019-01-19_23-28;56381
2019-01-19_23-29;52624
2019-01-19_23-30;53902
2019-01-19_23-31;52764
2019-01-19_23-32;53646
2019-01-19_23-33;52851
2019-01-19_23-34;51246
2019-01-19_23-35;50747
2019-01-19_23-36;55379
2019-01-19_23-37;51395
2019-01-19_23-38;51621
2019-01-19_23-39;51088
2019-01-19_23-40;52881
2019-01-19_23-41;52388
2019-01-19_23-42;52966
2019-01-19_23-43;48934
2019-01-19_23-44;51315
2019-01-19_23-45;53173
2019-01-19_23-46;51097
2019-01-19_23-47;49708
2019-01-19_23-48;51911
2019-01-19_23-49;50601
2019-01-19_23-50;49823
2019-01-19_23-51;51122
2019-01-19_23-52;51193
2019-01-19_23-53;49283
2019-01-19_23-54;49428
2019-01-19_23-55;51009
2019-01-19_23-56;48162
2019-01-19_23-57;52039
2019-01-19_23-58;47223
2019-01-19_23-59;49655
2019-01-20_00-00;49996
2019-01-20_00-01;48973
2019-01-20_00-02;46347
2019-01-20_00-03;48806
2019-01-20_00-04;52298
2019-01-20_00-05;48115
2019-01-20_00-06;48615
2019-01-20_00-07;49615
2019-01-20_00-08;45474
2019-01-20_00-09;47718
2019-01-20_00-10;46646
2019-01-20_00-11;44909
2019-01-20_00-12;49089
2019-01-20_00-13;45322
2019-01-20_00-14;47506
2019-01-20_00-15;48481
2019-01-20_00-16;43754
2019-01-20_00-17;44767
2019-01-20_00-18;44868
2019-01-20_00-19;45839
2019-01-20_00-20;45548
2019-01-20_00-21;46112
2019-01-20_00-22;43737
2019-01-20_00-23;43557
2019-01-20_00-24;45319
2019-01-20_00-25;45871
2019-01-20_00-26;41526
2019-01-20_00-27;44512
2019-01-20_00-28;46188
2019-01-20_00-29;44440
2019-01-20_00-30;41944
2019-01-20_00-31;44499
2019-01-20_00-32;43209
2019-01-20_00-33;43073
2019-01-20_00-34;43136
2019-01-20_00-35;42311
2019-01-20_00-36;43800
2019-01-20_00-37;43500
2019-01-20_00-38;40692
2019-01-20_00-39;43389
2019-01-20_00-40;42466
2019-01-20_00-41;40969
2019-01-20_00-42;43225
2019-01-20_00-43;41896
2019-01-20_00-44;43789
2019-01-20_00-45;40432
2019-01-20_00-46;42979
2019-01-20_00-47;39520
2019-01-20_00-48;39904
2019-01-20_00-49;41806
2019-01-20_00-50;40782
2019-01-20_00-51;43716
2019-01-20_00-52;38046
2019-01-20_00-53;41485
2019-01-20_00-54;39626
2019-01-20_00-55;42027
2019-01-20_00-56;39179
2019-01-20_00-57;40145
2019-01-20_00-58;42016
2019-01-20_00-59;39374
2019-01-20_01-00;40257
2019-01-20_01-01;41137
2019-01-20_01-02;37364
2019-01-20_01-03;41088
2019-01-20_01-04;39475
2019-01-20_01-05;38579
2019-01-20_01-06;41670
2019-01-20_01-07;37892
2019-01-20_01-08;37945
2019-01-20_01-09;40026
2019-01-20_01-10;40271
2019-01-20_01-11;36858
2019-01-20_01-12;39340
2019-01-20_01-13;39260
2019-01-20_01-14;39240
2019-01-20_01-15;36708
2019-01-20_01-16;37632
2019-01-20_01-17;37827
2019-01-20_01-18;39963
2019-01-20_01-19;36184
2019-01-20_01-20;35633
2019-01-20_01-21;38942
2019-01-20_01-22;38885
2019-01-20_01-23;35200
2019-01-20_01-24;37091
2019-01-20_01-25;37238
2019-01-20_01-26;35973
2019-01-20_01-27;37026
2019-01-20_01-28;36427
2019-01-20_01-29;36076
2019-01-20_01-30;35616
2019-01-20_01-31;35957
2019-01-20_01-32;37391
2019-01-20_01-33;35921
2019-01-20_01-34;35232
2019-01-20_01-35;35686
2019-01-20_01-36;36409
2019-01-20_01-37;35462
2019-01-20_01-38;36357
2019-01-20_01-39;36470
2019-01-20_01-40;33996
2019-01-20_01-41;36402
2019-01-20_01-42;35353
2019-01-20_01-43;35398
2019-01-20_01-44;36432
2019-01-20_01-45;34424
2019-01-20_01-46;35304
2019-01-20_01-47;35525
2019-01-20_01-48;34363
2019-01-20_01-49;34114
2019-01-20_01-50;36444
2019-01-20_01-51;34818
2019-01-20_01-52;33265
2019-01-20_01-53;34523
2019-01-20_01-54;34470
2019-01-20_01-55;36666
2019-01-20_01-56;32507
2019-01-20_01-57;35590
2019-01-20_01-58;31668
2019-01-20_01-59;33958
2019-01-20_02-00;34637
2019-01-20_02-01;32781
2019-01-20_02-02;34049
2019-01-20_02-03;33013
2019-01-20_02-04;34491
2019-01-20_02-05;32774
2019-01-20_02-06;32694
2019-01-20_02-07;32979
2019-01-20_02-08;32909
2019-01-20_02-09;32672
2019-01-20_02-10;32568
2019-01-20_02-11;33670
2019-01-20_02-12;32628
2019-01-20_02-13;32034
2019-01-20_02-14;34315
2019-01-20_02-15;33726
2019-01-20_02-16;31629
2019-01-20_02-17;31929
2019-01-20_02-18;33545
2019-01-20_02-19;32989
2019-01-20_02-20;33102
2019-01-20_02-21;30585
2019-01-20_02-22;31568
2019-01-20_02-23;33517
2019-01-20_02-24;32770
2019-01-20_02-25;32642
2019-01-20_02-26;32008
2019-01-20_02-27;31300
2019-01-20_02-28;32765
2019-01-20_02-29;32044
2019-01-20_02-30;31970
2019-01-20_02-31;31531
2019-01-20_02-32;33098
2019-01-20_02-33;34728
2019-01-20_02-34;30261
2019-01-20_02-35;31215
2019-01-20_02-36;29940
2019-01-20_02-37;32498
2019-01-20_02-38;31981
2019-01-20_02-39;29779
2019-01-20_02-40;34111
2019-01-20_02-41;30618
2019-01-20_02-42;30340
2019-01-20_02-43;31401
2019-01-20_02-44;32330
2019-01-20_02-45;30115
2019-01-20_02-46;31934
2019-01-20_02-47;31497
2019-01-20_02-48;31845
2019-01-20_02-49;31234
2019-01-20_02-50;31523
2019-01-20_02-51;32198
2019-01-20_02-52;29759
2019-01-20_02-53;32340
2019-01-20_02-54;30334
2019-01-20_02-55;33528
2019-01-20_02-56;30573
2019-01-20_02-57;30317
2019-01-20_02-58;31467
2019-01-20_02-59;31796
2019-01-20_03-00;30655
2019-01-20_03-01;29383
2019-01-20_03-02;32147
2019-01-20_03-03;31399
2019-01-20_03-04;29134
2019-01-20_03-05;31426
2019-01-20_03-06;32520
2019-01-20_03-07;29948
2019-01-20_03-08;30967
2019-01-20_03-09;31797
2019-01-20_03-10;29298
2019-01-20_03-11;31169
2019-01-20_03-12;31643
2019-01-20_03-13;29490
2019-01-20_03-14;30551
2019-01-20_03-15;29990
2019-01-20_03-16;30857
2019-01-20_03-17;30346
2019-01-20_03-18;30606
2019-01-20_03-19;30547
2019-01-20_03-20;30232
2019-01-20_03-21;30303
2019-01-20_03-22;30350
2019-01-20_03-23;29439
2019-01-20_03-24;31369
2019-01-20_03-25;30029
2019-01-20_03-26;30454
2019-01-20_03-27;31242
2019-01-20_03-28;29901
2019-01-20_03-29;29597
2019-01-20_03-30;29212
2019-01-20_03-31;31966
2019-01-20_03-32;29282
2019-01-20_03-33;30330
2019-01-20_03-34;32519
2019-01-20_03-35;28290
2019-01-20_03-36;30221
2019-01-20_03-37;31639
2019-01-20_03-38;31086
2019-01-20_03-39;28927
2019-01-20_03-40;27323
2019-01-20_03-41;28554
2019-01-20_03-42;23294
2019-01-20_03-43;24602
2019-01-20_03-44;29139
2019-01-20_03-45;30274
2019-01-20_03-46;30538
2019-01-20_03-47;30516
2019-01-20_03-48;28738
2019-01-20_03-49;20870
2019-01-20_03-50;16458
2019-01-20_03-51;18607
2019-01-20_03-52;17853
2019-01-20_03-53;13367
2019-01-20_03-54;24875
2019-01-20_03-55;29163
2019-01-20_03-56;32958
2019-01-20_03-57;28905
2019-01-20_03-58;29328
2019-01-20_03-59;31405
2019-01-20_04-00;28582
2019-01-20_04-01;29329
2019-01-20_04-02;30985
2019-01-20_04-03;29921
2019-01-20_04-04;28576
2019-01-20_04-05;30386
2019-01-20_04-06;29380
2019-01-20_04-07;32063
2019-01-20_04-08;27451
2019-01-20_04-09;30408
2019-01-20_04-10;28004
2019-01-20_04-11;33050
2019-01-20_04-12;28023
2019-01-20_04-13;30357
2019-01-20_04-14;29277
2019-01-20_04-15;31946
2019-01-20_04-16;30102
2019-01-20_04-17;29925
2019-01-20_04-18;30439
2019-01-20_04-19;30376
2019-01-20_04-20;30282
2019-01-20_04-21;30692
2019-01-20_04-22;30850
2019-01-20_04-23;29241
2019-01-20_04-24;30946
2019-01-20_04-25;30474
2019-01-20_04-26;29719
2019-01-20_04-27;31018
2019-01-20_04-28;30180
2019-01-20_04-29;30988
2019-01-20_04-30;29912
2019-01-20_04-31;31237
2019-01-20_04-32;28856
2019-01-20_04-33;31773
2019-01-20_04-34;32331
2019-01-20_04-35;29799
2019-01-20_04-36;30335
2019-01-20_04-37;32591
2019-01-20_04-38;28420
2019-01-20_04-39;31605
2019-01-20_04-40;31285
2019-01-20_04-41;30307
2019-01-20_04-42;30801
2019-01-20_04-43;31811
2019-01-20_04-44;30237
2019-01-20_04-45;29991
2019-01-20_04-46;30356
2019-01-20_04-47;32232
2019-01-20_04-48;30184
2019-01-20_04-49;30747
2019-01-20_04-50;32682
2019-01-20_04-51;29985
2019-01-20_04-52;31856
2019-01-20_04-53;30020
2019-01-20_04-54;31511
2019-01-20_04-55;30978
2019-01-20_04-56;32765
2019-01-20_04-57;30726
2019-01-20_04-58;29689
2019-01-20_04-59;30434
2019-01-20_05-00;31424
2019-01-20_05-01;31210
2019-01-20_05-02;30784
2019-01-20_05-03;31408
2019-01-20_05-04;30678
2019-01-20_05-05;31728
2019-01-20_05-06;33347
2019-01-20_05-07;32070
2019-01-20_05-08;31169
2019-01-20_05-09;33151
2019-01-20_05-10;31853
2019-01-20_05-11;30630
2019-01-20_05-12;31649
2019-01-20_05-13;32502
2019-01-20_05-14;32538
2019-01-20_05-15;31903
2019-01-20_05-16;33851
2019-01-20_05-17;29904
2019-01-20_05-18;34620
2019-01-20_05-19;32157
2019-01-20_05-20;31813
2019-01-20_05-21;32437
2019-01-20_05-22;33236
2019-01-20_05-23;32106
2019-01-20_05-24;34235
2019-01-20_05-25;30837
2019-01-20_05-26;32883
2019-01-20_05-27;32749
2019-01-20_05-28;34284
2019-01-20_05-29;32784
2019-01-20_05-30;32334
2019-01-20_05-31;32096
2019-01-20_05-32;35994
2019-01-20_05-33;31648
2019-01-20_05-34;33075
2019-01-20_05-35;34683
2019-01-20_05-36;32824
2019-01-20_05-37;33814
2019-01-20_05-38;35103
2019-01-20_05-39;33534
2019-01-20_05-40;33048
2019-01-20_05-41;35851
2019-01-20_05-42;35418
2019-01-20_05-43;32945
2019-01-20_05-44;33924
2019-01-20_05-45;33554
2019-01-20_05-46;35642
2019-01-20_05-47;35003
2019-01-20_05-48;34570
2019-01-20_05-49;35861
2019-01-20_05-50;35206
2019-01-20_05-51;35050
2019-01-20_05-52;34831
2019-01-20_05-53;36104
2019-01-20_05-54;35823
2019-01-20_05-55;35023
2019-01-20_05-56;36234
2019-01-20_05-57;34495
2019-01-20_05-58;37682
2019-01-20_05-59;34723
2019-01-20_06-00;37467
2019-01-20_06-01;37638
2019-01-20_06-02;34372
2019-01-20_06-03;37885
2019-01-20_06-04;37083
2019-01-20_06-05;38220
2019-01-20_06-06;36538
2019-01-20_06-07;38663
2019-01-20_06-08;38761
2019-01-20_06-09;21530
2019-01-20_06-10;23594
2019-01-20_06-11;23569
2019-01-20_06-12;21813
2019-01-20_06-13;22146
2019-01-20_06-14;30268
2019-01-20_06-15;40707
2019-01-20_06-16;37254
2019-01-20_06-17;40161
2019-01-20_06-18;40481
2019-01-20_06-19;38808
2019-01-20_06-20;38533
2019-01-20_06-21;42000
2019-01-20_06-22;39701
2019-01-20_06-23;41212
2019-01-20_06-24;40441
2019-01-20_06-25;39133
2019-01-20_06-26;40001
2019-01-20_06-27;44382
2019-01-20_06-28;40390
2019-01-20_06-29;42357
2019-01-20_06-30;41432
2019-01-20_06-31;42066
2019-01-20_06-32;41123
2019-01-20_06-33;42096
2019-01-20_06-34;42753
2019-01-20_06-35;44282
2019-01-20_06-36;41108
2019-01-20_06-37;45392
2019-01-20_06-38;44669
2019-01-20_06-39;43955
2019-01-20_06-40;43854
2019-01-20_06-41;44232
2019-01-20_06-42;46803
2019-01-20_06-43;44640
2019-01-20_06-44;46163
2019-01-20_06-45;46198
2019-01-20_06-46;43922
2019-01-20_06-47;49517
2019-01-20_06-48;46519
2019-01-20_06-49;48745
2019-01-20_06-50;46273
2019-01-20_06-51;47150
2019-01-20_06-52;50656
2019-01-20_06-53;47207
2019-01-20_06-54;49802
2019-01-20_06-55;51453
2019-01-20_06-56;46355
2019-01-20_06-57;50141
2019-01-20_06-58;51813
2019-01-20_06-59;48782
2019-01-20_07-00;49201
2019-01-20_07-01;49980
2019-01-20_07-02;49861
2019-01-20_07-03;51088
2019-01-20_07-04;52218
2019-01-20_07-05;49280
2019-01-20_07-06;54381
2019-01-20_07-07;51813
2019-01-20_07-08;51507
2019-01-20_07-09;55818
2019-01-20_07-10;52848
2019-01-20_07-11;52283
2019-01-20_07-12;55090
2019-01-20_07-13;56314
2019-01-20_07-14;53581
2019-01-20_07-15;57822
2019-01-20_07-16;55918
2019-01-20_07-17;55332
2019-01-20_07-18;54595
2019-01-20_07-19;61387
2019-01-20_07-20;56700
2019-01-20_07-21;56468
2019-01-20_07-22;58653
2019-01-20_07-23;61496
2019-01-20_07-24;58113
2019-01-20_07-25;60912
2019-01-20_07-26;58692
2019-01-20_07-27;60195
2019-01-20_07-28;60623
2019-01-20_07-29;59632
2019-01-20_07-30;63560
2019-01-20_07-31;62476
2019-01-20_07-32;59589
2019-01-20_07-33;63293
2019-01-20_07-34;62954
2019-01-20_07-35;62584
2019-01-20_07-36;62206
2019-01-20_07-37;67827
2019-01-20_07-38;64420
2019-01-20_07-39;63095
2019-01-20_07-40;68607
2019-01-20_07-41;67438
2019-01-20_07-42;66096
2019-01-20_07-43;67662
2019-01-20_07-44;70148
2019-01-20_07-45;68364
2019-01-20_07-46;71072
2019-01-20_07-47;69992
2019-01-20_07-48;70961
2019-01-20_07-49;76011
2019-01-20_07-50;68778
2019-01-20_07-51;74508
2019-01-20_07-52;72860
2019-01-20_07-53;73641
2019-01-20_07-54;71447
2019-01-20_07-55;75384
2019-01-20_07-56;72722
2019-01-20_07-57;77000
2019-01-20_07-58;72743
2019-01-20_07-59;73781
2019-01-20_08-00;75446
2019-01-20_08-01;77564
2019-01-20_08-02;76570
2019-01-20_08-03;77481
2019-01-20_08-04;74322
2019-01-20_08-05;76877
2019-01-20_08-06;81075
2019-01-20_08-07;78708
2019-01-20_08-08;74944
2019-01-20_08-09;80409
2019-01-20_08-10;77792
2019-01-20_08-11;77559
2019-01-20_08-12;82006
2019-01-20_08-13;78728
2019-01-20_08-14;79353
2019-01-20_08-15;82923
2019-01-20_08-16;86012
2019-01-20_08-17;80889
2019-01-20_08-18;89184
2019-01-20_08-19;81004
2019-01-20_08-20;86511
2019-01-20_08-21;86107
2019-01-20_08-22;84658
2019-01-20_08-23;85780
2019-01-20_08-24;86561
2019-01-20_08-25;89835
2019-01-20_08-26;86618
2019-01-20_08-27;90794
2019-01-20_08-28;90560
2019-01-20_08-29;85322
2019-01-20_08-30;92858
2019-01-20_08-31;88729
2019-01-20_08-32;92917
2019-01-20_08-33;88991
2019-01-20_08-34;92886
2019-01-20_08-35;93101
2019-01-20_08-36;92950
2019-01-20_08-37;98475
2019-01-20_08-38;92896
2019-01-20_08-39;100049
2019-01-20_08-40;98801
2019-01-20_08-41;95286
2019-01-20_08-42;102802
2019-01-20_08-43;101354
2019-01-20_08-44;101021
2019-01-20_08-45;103837
2019-01-20_08-46;104461
2019-01-20_08-47;110990
2019-01-20_08-48;93051
2019-01-20_08-49;106226
2019-01-20_08-50;104332
2019-01-20_08-51;107337
2019-01-20_08-52;107775
2019-01-20_08-53;105875
2019-01-20_08-54;103808
2019-01-20_08-55;112868
2019-01-20_08-56;103658
2019-01-20_08-57;111536
2019-01-20_08-58;107418
2019-01-20_08-59;109475
2019-01-20_09-00;101558
2019-01-20_09-01;109505
2019-01-20_09-02;111239
2019-01-20_09-03;108450
2019-01-20_09-04;106845
2019-01-20_09-05;116748
2019-01-20_09-06;116735
2019-01-20_09-07;108214
2019-01-20_09-08;108676
2019-01-20_09-09;107313
2019-01-20_09-10;111398
2019-01-20_09-11;112127
2019-01-20_09-12;112618
2019-01-20_09-13;111222
2019-01-20_09-14;111180
2019-01-20_09-15;114414
2019-01-20_09-16;118181
2019-01-20_09-17;114282
2019-01-20_09-18;117059
2019-01-20_09-19;113231
2019-01-20_09-20;117413
2019-01-20_09-21;113047
2019-01-20_09-22;123866
2019-01-20_09-23;114085
2019-01-20_09-24;117530
2019-01-20_09-25;118005
2019-01-20_09-26;119132
2019-01-20_09-27;116881
2019-01-20_09-28;120054
2019-01-20_09-29;117285
2019-01-20_09-30;124925
2019-01-20_09-31;120254
2019-01-20_09-32;118730
2019-01-20_09-33;123194
2019-01-20_09-34;125856
2019-01-20_09-35;125597
2019-01-20_09-36;119597
2019-01-20_09-37;125275
2019-01-20_09-38;134150
2019-01-20_09-39;136614
2019-01-20_09-40;138625
2019-01-20_09-41;139602
2019-01-20_09-42;140686
2019-01-20_09-43;138896
2019-01-20_09-44;146835
2019-01-20_09-45;136935
2019-01-20_09-46;143027
2019-01-20_09-47;143964
2019-01-20_09-48;144971
2019-01-20_09-49;146589
2019-01-20_09-50;145617
2019-01-20_09-51;146378
2019-01-20_09-52;144821
2019-01-20_09-53;149459
2019-01-20_09-54;148207
2019-01-20_09-55;143356
2019-01-20_09-56;152701
2019-01-20_09-57;144323
2019-01-20_09-58;147728
2019-01-20_09-59;149762
2019-01-20_10-00;145960
2019-01-20_10-01;147066
2019-01-20_10-02;146380
2019-01-20_10-03;151782
2019-01-20_10-04;147617
2019-01-20_10-05;156048
2019-01-20_10-06;148875
2019-01-20_10-07;150168
2019-01-20_10-08;150048
2019-01-20_10-09;152297
2019-01-20_10-10;151026
2019-01-20_10-11;148707
2019-01-20_10-12;151008
2019-01-20_10-13;153919
2019-01-20_10-14;151892
2019-01-20_10-15;156734
2019-01-20_10-16;153631
2019-01-20_10-17;155787
2019-01-20_10-18;154059
2019-01-20_10-19;157131
2019-01-20_10-20;156581
2019-01-20_10-21;154885
2019-01-20_10-22;160678
2019-01-20_10-23;151958
2019-01-20_10-24;150379
2019-01-20_10-25;166106
2019-01-20_10-26;153426
2019-01-20_10-27;163046
2019-01-20_10-28;152676
2019-01-20_10-29;156466
2019-01-20_10-30;158630
2019-01-20_10-31;158960
2019-01-20_10-32;160600
2019-01-20_10-33;160043
2019-01-20_10-34;159286
2019-01-20_10-35;162922
2019-01-20_10-36;159997
2019-01-20_10-37;159926
2019-01-20_10-38;163172
2019-01-20_10-39;162052
2019-01-20_10-40;164990
2019-01-20_10-41;160903
2019-01-20_10-42;165352
2019-01-20_10-43;167031
2019-01-20_10-44;165528
2019-01-20_10-45;161580
2019-01-20_10-46;163794
2019-01-20_10-47;164871
2019-01-20_10-48;173205
2019-01-20_10-49;167482
2019-01-20_10-50;163955
2019-01-20_10-51;168877
2019-01-20_10-52;171721
2019-01-20_10-53;162043
2019-01-20_10-54;169731
2019-01-20_10-55;169494
2019-01-20_10-56;163845
2019-01-20_10-57;173145
2019-01-20_10-58;165292
2019-01-20_10-59;167363
2019-01-20_11-00;170007
2019-01-20_11-01;168529
2019-01-20_11-02;163814
2019-01-20_11-03;170442
2019-01-20_11-04;169285
2019-01-20_11-05;168733
2019-01-20_11-06;168742
2019-01-20_11-07;165159
2019-01-20_11-08;170714
2019-01-20_11-09;171096
2019-01-20_11-10;167139
2019-01-20_11-11;170862
2019-01-20_11-12;167158
2019-01-20_11-13;170990
2019-01-20_11-14;172168
2019-01-20_11-15;167390
2019-01-20_11-16;172958
2019-01-20_11-17;170777
2019-01-20_11-18;172029
2019-01-20_11-19;166811
2019-01-20_11-20;173241
2019-01-20_11-21;169620
2019-01-20_11-22;169814
2019-01-20_11-23;172046
2019-01-20_11-24;173102
2019-01-20_11-25;172483
2019-01-20_11-26;169023
2019-01-20_11-27;170746
2019-01-20_11-28;173316
2019-01-20_11-29;172850
2019-01-20_11-30;167451
2019-01-20_11-31;171719
2019-01-20_11-32;167729
2019-01-20_11-33;170139
2019-01-20_11-34;168965
2019-01-20_11-35;175000
2019-01-20_11-36;169661
2019-01-20_11-37;165538
2019-01-20_11-38;172513
2019-01-20_11-39;171310
2019-01-20_11-40;166792
2019-01-20_11-41;175632
2019-01-20_11-42;173106
2019-01-20_11-43;165877
2019-01-20_11-44;171099
2019-01-20_11-45;180497
2019-01-20_11-46;163267
