id;value
2019-01-02_05-41;72767
2019-01-02_05-42;71512
2019-01-02_05-43;70259
2019-01-02_05-44;71296
2019-01-02_05-45;74845
2019-01-02_05-46;73826
2019-01-02_05-47;72722
2019-01-02_05-48;77061
2019-01-02_05-49;74316
2019-01-02_05-50;77605
2019-01-02_05-51;74694
2019-01-02_05-52;80778
2019-01-02_05-53;77438
2019-01-02_05-54;76977
2019-01-02_05-55;80999
2019-01-02_05-56;77459
2019-01-02_05-57;80527
2019-01-02_05-58;80362
2019-01-02_05-59;78215
2019-01-02_06-00;82127
2019-01-02_06-01;80806
2019-01-02_06-02;84987
2019-01-02_06-03;82561
2019-01-02_06-04;86859
2019-01-02_06-05;88571
2019-01-02_06-06;86786
2019-01-02_06-07;85267
2019-01-02_06-08;92328
2019-01-02_06-09;88817
2019-01-02_06-10;88031
2019-01-02_06-11;91212
2019-01-02_06-12;93736
2019-01-02_06-13;94979
2019-01-02_06-14;95148
2019-01-02_06-15;95463
2019-01-02_06-16;97385
2019-01-02_06-17;104795
2019-01-02_06-18;97223
2019-01-02_06-19;97445
2019-01-02_06-20;106850
2019-01-02_06-21;101850
2019-01-02_06-22;99818
2019-01-02_06-23;105951
2019-01-02_06-24;108051
2019-01-02_06-25;107462
2019-01-02_06-26;104660
2019-01-02_06-27;109755
2019-01-02_06-28;110155
2019-01-02_06-29;110600
2019-01-02_06-30;110930
2019-01-02_06-31;115614
2019-01-02_06-32;111995
2019-01-02_06-33;108886
2019-01-02_06-34;117328
2019-01-02_06-35;116688
2019-01-02_06-36;112142
2019-01-02_06-37;120816
2019-01-02_06-38;120755
2019-01-02_06-39;119224
2019-01-02_06-40;118810
2019-01-02_06-41;126146
2019-01-02_06-42;122245
2019-01-02_06-43;117684
2019-01-02_06-44;121866
2019-01-02_06-45;122045
2019-01-02_06-46;129850
2019-01-02_06-47;124720
2019-01-02_06-48;125141
2019-01-02_06-49;123208
2019-01-02_06-50;127747
2019-01-02_06-51;127820
2019-01-02_06-52;126682
2019-01-02_06-53;125184
2019-01-02_06-54;132750
2019-01-02_06-55;122768
2019-01-02_06-56;129641
2019-01-02_06-57;134489
2019-01-02_06-58;134280
2019-01-02_06-59;140019
2019-01-02_07-00;129170
2019-01-02_07-01;143005
2019-01-02_07-02;138868
2019-01-02_07-03;135042
2019-01-02_07-04;121756
2019-01-02_07-05;145341
2019-01-02_07-06;136671
2019-01-02_07-07;143310
2019-01-02_07-08;144355
2019-01-02_07-09;138104
2019-01-02_07-10;140950
2019-01-02_07-11;144561
2019-01-02_07-12;139786
2019-01-02_07-13;142356
2019-01-02_07-14;156020
2019-01-02_07-15;143625
2019-01-02_07-16;148288
2019-01-02_07-17;144767
2019-01-02_07-18;145169
2019-01-02_07-19;145809
2019-01-02_07-20;151498
2019-01-02_07-21;145391
2019-01-02_07-22;151735
2019-01-02_07-23;150907
2019-01-02_07-24;135109
2019-01-02_07-25;151724
2019-01-02_07-26;154772
2019-01-02_07-27;150266
2019-01-02_07-28;151008
2019-01-02_07-29;153307
2019-01-02_07-30;149843
2019-01-02_07-31;154387
2019-01-02_07-32;151887
2019-01-02_07-33;150557
2019-01-02_07-34;150617
2019-01-02_07-35;151809
2019-01-02_07-36;159046
2019-01-02_07-37;155514
2019-01-02_07-38;150764
2019-01-02_07-39;158126
2019-01-02_07-40;159897
2019-01-02_07-41;161332
2019-01-02_07-42;156026
2019-01-02_07-43;159419
2019-01-02_07-44;145144
2019-01-02_07-45;161940
2019-01-02_07-46;155251
2019-01-02_07-47;159599
2019-01-02_07-48;158622
2019-01-02_07-49;162791
2019-01-02_07-50;156060
2019-01-02_07-51;159248
2019-01-02_07-52;164794
2019-01-02_07-53;158307
2019-01-02_07-54;137158
2019-01-02_07-55;161250
2019-01-02_07-56;155275
2019-01-02_07-57;150851
2019-01-02_07-58;161054
2019-01-02_07-59;158757
2019-01-02_08-00;152607
2019-01-02_08-01;155562
2019-01-02_08-02;152032
2019-01-02_08-03;156143
2019-01-02_08-04;156641
2019-01-02_08-05;154281
2019-01-02_08-06;155816
2019-01-02_08-07;164222
2019-01-02_08-08;153703
2019-01-02_08-09;153570
2019-01-02_08-10;161745
2019-01-02_08-11;154862
2019-01-02_08-12;150063
2019-01-02_08-13;154530
2019-01-02_08-14;157025
2019-01-02_08-15;151325
2019-01-02_08-16;158106
2019-01-02_08-17;155564
2019-01-02_08-18;153210
2019-01-02_08-19;160470
2019-01-02_08-20;157203
2019-01-02_08-21;149928
2019-01-02_08-22;160480
2019-01-02_08-23;152644
2019-01-02_08-24;143827
2019-01-02_08-25;156631
2019-01-02_08-26;154914
2019-01-02_08-27;151856
2019-01-02_08-28;156513
2019-01-02_08-29;156201
2019-01-02_08-30;153793
2019-01-02_08-31;154882
2019-01-02_08-32;155525
2019-01-02_08-33;154326
2019-01-02_08-34;149927
2019-01-02_08-35;152167
2019-01-02_08-36;162139
2019-01-02_08-37;157373
2019-01-02_08-38;157070
2019-01-02_08-39;159647
2019-01-02_08-40;161234
2019-01-02_08-41;164750
2019-01-02_08-42;159235
2019-01-02_08-43;166157
2019-01-02_08-44;144088
2019-01-02_08-45;158870
2019-01-02_08-46;166825
2019-01-02_08-47;163493
2019-01-02_08-48;161404
2019-01-02_08-49;162198
2019-01-02_08-50;163967
2019-01-02_08-51;163172
2019-01-02_08-52;167948
2019-01-02_08-53;162784
2019-01-02_08-54;148589
2019-01-02_08-55;164051
2019-01-02_08-56;158790
2019-01-02_08-57;159193
2019-01-02_08-58;166924
2019-01-02_08-59;156114
2019-01-02_09-00;161168
2019-01-02_09-01;161080
2019-01-02_09-02;154215
2019-01-02_09-03;160143
2019-01-02_09-04;159297
2019-01-02_09-05;161453
2019-01-02_09-06;158977
2019-01-02_09-07;160697
2019-01-02_09-08;162648
2019-01-02_09-09;167823
2019-01-02_09-10;167334
2019-01-02_09-11;173184
2019-01-02_09-12;159897
2019-01-02_09-13;162874
2019-01-02_09-14;163275
2019-01-02_09-15;165959
2019-01-02_09-16;159227
2019-01-02_09-17;162718
2019-01-02_09-18;169124
2019-01-02_09-19;164667
2019-01-02_09-20;162132
2019-01-02_09-21;168468
2019-01-02_09-22;165280
2019-01-02_09-23;166718
2019-01-02_09-24;154261
2019-01-02_09-25;177036
2019-01-02_09-26;167228
2019-01-02_09-27;163739
2019-01-02_09-28;173329
2019-01-02_09-29;168654
2019-01-02_09-30;171141
2019-01-02_09-31;180861
2019-01-02_09-32;163332
2019-01-02_09-33;172655
2019-01-02_09-34;173967
2019-01-02_09-35;172444
2019-01-02_09-36;176937
2019-01-02_09-37;178150
2019-01-02_09-38;166001
2019-01-02_09-39;176104
2019-01-02_09-40;180461
2019-01-02_09-41;172899
2019-01-02_09-42;180352
2019-01-02_09-43;182642
2019-01-02_09-44;181889
2019-01-02_09-45;175958
2019-01-02_09-46;184413
2019-01-02_09-47;177860
2019-01-02_09-48;173833
2019-01-02_09-49;190339
2019-01-02_09-50;182927
2019-01-02_09-51;177472
2019-01-02_09-52;187405
2019-01-02_09-53;181931
2019-01-02_09-54;183076
2019-01-02_09-55;181023
2019-01-02_09-56;188420
2019-01-02_09-57;181220
2019-01-02_09-58;176118
2019-01-02_09-59;186052
2019-01-02_10-00;183157
2019-01-02_10-01;179891
2019-01-02_10-02;188285
2019-01-02_10-03;183607
2019-01-02_10-04;183509
2019-01-02_10-05;184303
2019-01-02_10-06;182236
2019-01-02_10-07;183649
2019-01-02_10-08;190408
2019-01-02_10-09;179286
2019-01-02_10-10;187787
2019-01-02_10-11;187052
2019-01-02_10-12;192617
2019-01-02_10-13;180597
2019-01-02_10-14;187881
2019-01-02_10-15;192757
2019-01-02_10-16;187364
2019-01-02_10-17;188512
2019-01-02_10-18;189703
2019-01-02_10-19;189896
2019-01-02_10-20;190311
2019-01-02_10-21;191717
2019-01-02_10-22;186214
2019-01-02_10-23;193688
2019-01-02_10-24;187603
2019-01-02_10-25;194818
2019-01-02_10-26;198642
2019-01-02_10-27;186562
2019-01-02_10-28;190655
2019-01-02_10-29;199082
2019-01-02_10-30;186069
2019-01-02_10-31;190877
2019-01-02_10-32;195955
2019-01-02_10-33;196882
2019-01-02_10-34;190243
2019-01-02_10-35;196743
2019-01-02_10-36;194294
2019-01-02_10-37;191186
2019-01-02_10-38;196012
2019-01-02_10-39;205553
2019-01-02_10-40;187379
2019-01-02_10-41;201084
2019-01-02_10-42;194407
2019-01-02_10-43;196401
2019-01-02_10-44;196169
2019-01-02_10-45;197396
2019-01-02_10-46;201353
2019-01-02_10-47;193255
2019-01-02_10-48;197654
2019-01-02_10-49;199114
2019-01-02_10-50;199453
2019-01-02_10-51;199862
2019-01-02_10-52;203968
2019-01-02_10-53;195941
2019-01-02_10-54;196760
2019-01-02_10-55;204078
2019-01-02_10-56;201869
2019-01-02_10-57;191421
2019-01-02_10-58;194760
2019-01-02_10-59;207082
2019-01-02_11-00;195352
2019-01-02_11-01;199962
2019-01-02_11-02;204898
2019-01-02_11-03;199119
2019-01-02_11-04;204339
2019-01-02_11-05;203032
2019-01-02_11-06;201404
2019-01-02_11-07;207336
2019-01-02_11-08;194957
2019-01-02_11-09;200131
2019-01-02_11-10;207700
2019-01-02_11-11;198582
2019-01-02_11-12;196940
2019-01-02_11-13;203492
2019-01-02_11-14;203084
2019-01-02_11-15;200173
2019-01-02_11-16;205311
2019-01-02_11-17;202938
2019-01-02_11-18;196149
2019-01-02_11-19;200666
2019-01-02_11-20;206347
2019-01-02_11-21;202895
2019-01-02_11-22;198771
2019-01-02_11-23;198741
2019-01-02_11-24;202598
2019-01-02_11-25;203989
2019-01-02_11-26;196251
2019-01-02_11-27;195512
2019-01-02_11-28;208048
2019-01-02_11-29;193964
2019-01-02_11-30;198504
2019-01-02_11-31;202177
2019-01-02_11-32;200583
2019-01-02_11-33;197086
2019-01-02_11-34;202773
2019-01-02_11-35;193650
2019-01-02_11-36;196384
2019-01-02_11-37;198611
2019-01-02_11-38;199057
2019-01-02_11-39;203312
2019-01-02_11-40;194807
2019-01-02_11-41;200982
2019-01-02_11-42;191401
2019-01-02_11-43;204936
2019-01-02_11-44;199499
2019-01-02_11-45;193707
2019-01-02_11-46;201870
2019-01-02_11-47;198265
2019-01-02_11-48;194589
2019-01-02_11-49;202549
2019-01-02_11-50;193178
2019-01-02_11-51;195928
2019-01-02_11-52;198649
2019-01-02_11-53;196033
2019-01-02_11-54;199687
2019-01-02_11-55;198878
2019-01-02_11-56;190478
2019-01-02_11-57;201767
2019-01-02_11-58;191050
2019-01-02_11-59;202167
2019-01-02_12-00;200055
2019-01-02_12-01;190163
2019-01-02_12-02;197749
2019-01-02_12-03;197437
2019-01-02_12-04;203214
2019-01-02_12-05;192512
2019-01-02_12-06;198727
2019-01-02_12-07;198249
2019-01-02_12-08;196120
2019-01-02_12-09;207517
2019-01-02_12-10;187886
2019-01-02_12-11;194173
2019-01-02_12-12;205728
2019-01-02_12-13;201675
2019-01-02_12-14;189529
2019-01-02_12-15;202953
2019-01-02_12-16;194634
2019-01-02_12-17;197959
2019-01-02_12-18;199083
2019-01-02_12-19;196303
2019-01-02_12-20;202587
2019-01-02_12-21;199651
2019-01-02_12-22;198157
2019-01-02_12-23;196188
2019-01-02_12-24;199165
2019-01-02_12-25;197436
2019-01-02_12-26;193488
2019-01-02_12-27;206773
2019-01-02_12-28;198126
2019-01-02_12-29;197250
2019-01-02_12-30;202861
2019-01-02_12-31;197397
2019-01-02_12-32;197374
2019-01-02_12-33;204787
2019-01-02_12-34;197120
2019-01-02_12-35;199054
2019-01-02_12-36;210737
2019-01-02_12-37;200548
2019-01-02_12-38;196506
2019-01-02_12-39;203431
2019-01-02_12-40;198955
2019-01-02_12-41;198681
2019-01-02_12-42;209015
2019-01-02_12-43;197897
2019-01-02_12-44;205683
2019-01-02_12-45;204942
2019-01-02_12-46;196950
2019-01-02_12-47;196753
2019-01-02_12-48;209185
2019-01-02_12-49;202002
2019-01-02_12-50;202537
2019-01-02_12-51;203760
2019-01-02_12-52;204875
2019-01-02_12-53;200617
2019-01-02_12-54;206957
2019-01-02_12-55;198845
2019-01-02_12-56;200722
2019-01-02_12-57;200255
2019-01-02_12-58;209650
2019-01-02_12-59;200119
2019-01-02_13-00;204830
2019-01-02_13-01;202913
2019-01-02_13-02;197263
2019-01-02_13-03;204765
2019-01-02_13-04;202354
2019-01-02_13-05;206446
2019-01-02_13-06;200665
2019-01-02_13-07;205436
2019-01-02_13-08;200911
2019-01-02_13-09;210149
2019-01-02_13-10;203592
2019-01-02_13-11;197479
2019-01-02_13-12;207746
2019-01-02_13-13;200004
2019-01-02_13-14;203552
2019-01-02_13-15;207897
2019-01-02_13-16;201581
2019-01-02_13-17;201919
2019-01-02_13-18;216311
2019-01-02_13-19;200003
2019-01-02_13-20;202022
2019-01-02_13-21;209063
2019-01-02_13-22;195797
2019-01-02_13-23;207631
2019-01-02_13-24;208411
2019-01-02_13-25;202609
2019-01-02_13-26;204067
2019-01-02_13-27;202023
2019-01-02_13-28;205685
2019-01-02_13-29;198021
2019-01-02_13-30;207161
2019-01-02_13-31;209131
2019-01-02_13-32;202091
2019-01-02_13-33;203089
2019-01-02_13-34;208923
2019-01-02_13-35;199145
2019-01-02_13-36;206562
2019-01-02_13-37;204360
2019-01-02_13-38;205088
2019-01-02_13-39;201601
2019-01-02_13-40;210457
2019-01-02_13-41;205657
2019-01-02_13-42;202458
2019-01-02_13-43;210753
2019-01-02_13-44;204467
2019-01-02_13-45;206234
2019-01-02_13-46;210195
2019-01-02_13-47;207033
2019-01-02_13-48;210221
2019-01-02_13-49;202466
2019-01-02_13-50;206040
2019-01-02_13-51;207426
2019-01-02_13-52;203185
2019-01-02_13-53;208200
2019-01-02_13-54;207333
2019-01-02_13-55;208251
2019-01-02_13-56;199069
2019-01-02_13-57;202958
2019-01-02_13-58;210533
2019-01-02_13-59;204410
2019-01-02_14-00;203400
2019-01-02_14-01;201579
2019-01-02_14-02;212450
2019-01-02_14-03;203448
2019-01-02_14-04;206166
2019-01-02_14-05;213327
2019-01-02_14-06;200569
2019-01-02_14-07;207072
2019-01-02_14-08;208899
2019-01-02_14-09;209019
2019-01-02_14-10;203663
2019-01-02_14-11;204548
2019-01-02_14-12;214326
2019-01-02_14-13;219742
2019-01-02_14-14;200138
2019-01-02_14-15;214824
2019-01-02_14-16;200948
2019-01-02_14-17;204519
2019-01-02_14-18;211584
2019-01-02_14-19;204554
2019-01-02_14-20;208047
2019-01-02_14-21;208576
2019-01-02_14-22;208462
2019-01-02_14-23;201302
2019-01-02_14-24;209473
2019-01-02_14-25;207231
2019-01-02_14-26;211763
2019-01-02_14-27;208106
2019-01-02_14-28;201977
2019-01-02_14-29;213243
2019-01-02_14-30;210377
2019-01-02_14-31;197696
2019-01-02_14-32;205577
2019-01-02_14-33;213327
2019-01-02_14-34;211468
2019-01-02_14-35;204479
2019-01-02_14-36;213858
2019-01-02_14-37;212343
2019-01-02_14-38;196369
2019-01-02_14-39;217877
2019-01-02_14-40;212469
2019-01-02_14-41;203888
2019-01-02_14-42;214266
2019-01-02_14-43;217548
2019-01-02_14-44;217513
2019-01-02_14-45;209756
2019-01-02_14-46;210624
2019-01-02_14-47;210180
2019-01-02_14-48;209284
2019-01-02_14-49;207209
2019-01-02_14-50;211180
2019-01-02_14-51;207347
2019-01-02_14-52;214206
2019-01-02_14-53;210674
2019-01-02_14-54;212828
2019-01-02_14-55;204460
2019-01-02_14-56;209839
2019-01-02_14-57;215846
2019-01-02_14-58;200974
2019-01-02_14-59;211941
2019-01-02_15-00;217734
2019-01-02_15-01;200285
2019-01-02_15-02;217703
2019-01-02_15-03;213960
2019-01-02_15-04;210645
2019-01-02_15-05;214251
2019-01-02_15-06;207177
2019-01-02_15-07;218507
2019-01-02_15-08;213296
2019-01-02_15-09;214973
2019-01-02_15-10;208752
2019-01-02_15-11;217411
2019-01-02_15-12;209335
2019-01-02_15-13;218271
2019-01-02_15-14;221978
2019-01-02_15-15;210961
2019-01-02_15-16;206493
2019-01-02_15-17;215430
2019-01-02_15-18;221961
2019-01-02_15-19;212016
2019-01-02_15-20;216439
2019-01-02_15-21;213096
2019-01-02_15-22;211240
2019-01-02_15-23;217935
2019-01-02_15-24;217956
2019-01-02_15-25;215512
2019-01-02_15-26;206474
2019-01-02_15-27;217526
2019-01-02_15-28;215115
2019-01-02_15-29;220596
2019-01-02_15-30;208595
2019-01-02_15-31;216045
2019-01-02_15-32;217688
2019-01-02_15-33;204711
2019-01-02_15-34;218342
2019-01-02_15-35;222735
2019-01-02_15-36;218155
2019-01-02_15-37;214042
2019-01-02_15-38;215133
2019-01-02_15-39;219449
2019-01-02_15-40;210274
2019-01-02_15-41;220605
2019-01-02_15-42;214465
2019-01-02_15-43;213241
2019-01-02_15-44;218431
2019-01-02_15-45;220504
2019-01-02_15-46;213444
2019-01-02_15-47;215629
2019-01-02_15-48;216087
2019-01-02_15-49;218971
2019-01-02_15-50;212897
2019-01-02_15-51;217519
2019-01-02_15-52;216053
2019-01-02_15-53;218333
2019-01-02_15-54;221723
2019-01-02_15-55;218282
2019-01-02_15-56;214831
2019-01-02_15-57;215532
2019-01-02_15-58;215007
2019-01-02_15-59;222071
2019-01-02_16-00;215494
2019-01-02_16-01;226788
2019-01-02_16-02;231418
2019-01-02_16-03;219681
2019-01-02_16-04;225634
2019-01-02_16-05;235265
2019-01-02_16-06;231730
2019-01-02_16-07;230148
2019-01-02_16-08;232472
2019-01-02_16-09;237354
2019-01-02_16-10;231148
2019-01-02_16-11;229367
2019-01-02_16-12;231417
2019-01-02_16-13;239252
2019-01-02_16-14;233765
2019-01-02_16-15;227877
2019-01-02_16-16;237709
2019-01-02_16-17;239310
2019-01-02_16-18;234027
2019-01-02_16-19;234635
2019-01-02_16-20;236706
2019-01-02_16-21;228069
2019-01-02_16-22;229582
2019-01-02_16-23;234905
2019-01-02_16-24;237016
2019-01-02_16-25;230907
2019-01-02_16-26;239507
2019-01-02_16-27;229468
2019-01-02_16-28;225848
2019-01-02_16-29;227992
2019-01-02_16-30;231138
2019-01-02_16-31;235705
2019-01-02_16-32;227487
2019-01-02_16-33;234711
2019-01-02_16-34;228432
2019-01-02_16-35;227288
2019-01-02_16-36;234058
2019-01-02_16-37;233403
2019-01-02_16-38;227265
2019-01-02_16-39;227441
2019-01-02_16-40;229593
2019-01-02_16-41;228446
2019-01-02_16-42;222978
2019-01-02_16-43;225581
2019-01-02_16-44;229996
2019-01-02_16-45;229168
2019-01-02_16-46;223191
2019-01-02_16-47;228056
2019-01-02_16-48;225439
2019-01-02_16-49;223174
2019-01-02_16-50;225285
2019-01-02_16-51;234808
2019-01-02_16-52;217461
2019-01-02_16-53;224186
2019-01-02_16-54;225019
2019-01-02_16-55;219973
2019-01-02_16-56;223111
2019-01-02_16-57;222291
2019-01-02_16-58;221290
2019-01-02_16-59;218666
2019-01-02_17-00;218672
2019-01-02_17-01;226492
2019-01-02_17-02;214995
2019-01-02_17-03;224220
2019-01-02_17-04;231103
2019-01-02_17-05;220144
2019-01-02_17-06;217610
2019-01-02_17-07;235936
2019-01-02_17-08;216606
2019-01-02_17-09;223525
2019-01-02_17-10;226318
2019-01-02_17-11;222733
2019-01-02_17-12;223507
2019-01-02_17-13;223391
2019-01-02_17-14;221528
2019-01-02_17-15;214859
2019-01-02_17-16;220839
2019-01-02_17-17;220570
2019-01-02_17-18;214038
2019-01-02_17-19;216489
2019-01-02_17-20;219634
2019-01-02_17-21;223408
2019-01-02_17-22;216832
2019-01-02_17-23;214895
2019-01-02_17-24;216300
2019-01-02_17-25;208996
2019-01-02_17-26;210431
2019-01-02_17-27;206595
2019-01-02_17-28;212559
2019-01-02_17-29;203584
2019-01-02_17-30;208413
2019-01-02_17-31;207173
2019-01-02_17-32;203956
2019-01-02_17-33;204315
2019-01-02_17-34;209890
2019-01-02_17-35;195414
2019-01-02_17-36;202690
2019-01-02_17-37;209440
2019-01-02_17-38;192824
2019-01-02_17-39;201848
2019-01-02_17-40;201097
2019-01-02_17-41;204476
2019-01-02_17-42;192639
2019-01-02_17-43;197113
2019-01-02_17-44;205357
2019-01-02_17-45;194738
2019-01-02_17-46;192747
2019-01-02_17-47;189551
2019-01-02_17-48;206145
2019-01-02_17-49;186678
2019-01-02_17-50;192014
2019-01-02_17-51;187663
2019-01-02_17-52;190958
2019-01-02_17-53;190971
2019-01-02_17-54;181710
2019-01-02_17-55;180595
2019-01-02_17-56;184763
2019-01-02_17-57;180544
2019-01-02_17-58;176538
2019-01-02_17-59;181781
2019-01-02_18-00;179907
2019-01-02_18-01;172477
2019-01-02_18-02;183211
2019-01-02_18-03;170670
2019-01-02_18-04;171619
2019-01-02_18-05;175653
2019-01-02_18-06;168921
2019-01-02_18-07;177906
2019-01-02_18-08;159109
2019-01-02_18-09;179052
2019-01-02_18-10;165320
2019-01-02_18-11;165246
2019-01-02_18-12;171123
2019-01-02_18-13;168598
2019-01-02_18-14;161699
2019-01-02_18-15;161092
2019-01-02_18-16;155918
2019-01-02_18-17;162055
2019-01-02_18-18;158753
2019-01-02_18-19;153860
2019-01-02_18-20;151042
2019-01-02_18-21;158401
2019-01-02_18-22;150851
2019-01-02_18-23;149613
2019-01-02_18-24;150648
2019-01-02_18-25;147505
2019-01-02_18-26;147042
2019-01-02_18-27;150504
2019-01-02_18-28;147065
2019-01-02_18-29;139800
2019-01-02_18-30;142380
2019-01-02_18-31;141705
2019-01-02_18-32;137908
2019-01-02_18-33;137529
2019-01-02_18-34;139686
2019-01-02_18-35;138477
2019-01-02_18-36;137423
2019-01-02_18-37;136082
2019-01-02_18-38;135441
2019-01-02_18-39;132356
2019-01-02_18-40;134115
2019-01-02_18-41;130073
2019-01-02_18-42;130329
2019-01-02_18-43;131892
2019-01-02_18-44;125955
2019-01-02_18-45;130948
2019-01-02_18-46;127081
2019-01-02_18-47;123985
2019-01-02_18-48;125994
2019-01-02_18-49;127109
2019-01-02_18-50;122991
2019-01-02_18-51;121828
2019-01-02_18-52;121621
2019-01-02_18-53;122574
2019-01-02_18-54;118576
2019-01-02_18-55;121577
2019-01-02_18-56;117674
2019-01-02_18-57;114445
2019-01-02_18-58;115244
2019-01-02_18-59;116913
2019-01-02_19-00;116748
2019-01-02_19-01;111411
2019-01-02_19-02;117158
2019-01-02_19-03;111841
2019-01-02_19-04;109607
2019-01-02_19-05;109533
2019-01-02_19-06;112065
2019-01-02_19-07;112258
2019-01-02_19-08;108431
2019-01-02_19-09;109253
2019-01-02_19-10;105975
2019-01-02_19-11;103482
2019-01-02_19-12;106145
2019-01-02_19-13;106094
2019-01-02_19-14;101531
2019-01-02_19-15;103040
2019-01-02_19-16;104649
2019-01-02_19-17;102441
2019-01-02_19-18;97933
2019-01-02_19-19;102368
2019-01-02_19-20;97935
2019-01-02_19-21;98920
2019-01-02_19-22;96072
2019-01-02_19-23;95384
2019-01-02_19-24;97936
2019-01-02_19-25;96364
2019-01-02_19-26;92806
2019-01-02_19-27;92902
2019-01-02_19-28;93672
2019-01-02_19-29;89278
2019-01-02_19-30;93371
2019-01-02_19-31;87135
2019-01-02_19-32;91795
2019-01-02_19-33;90569
2019-01-02_19-34;86293
2019-01-02_19-35;87561
2019-01-02_19-36;91737
2019-01-02_19-37;81705
2019-01-02_19-38;85677
2019-01-02_19-39;86042
2019-01-02_19-40;82777
2019-01-02_19-41;85582
2019-01-02_19-42;85262
2019-01-02_19-43;81669
2019-01-02_19-44;85908
2019-01-02_19-45;80857
2019-01-02_19-46;82125
2019-01-02_19-47;81341
2019-01-02_19-48;80737
2019-01-02_19-49;80564
2019-01-02_19-50;83234
2019-01-02_19-51;78361
2019-01-02_19-52;83772
2019-01-02_19-53;79043
2019-01-02_19-54;76833
2019-01-02_19-55;75646
2019-01-02_19-56;78653
2019-01-02_19-57;76548
2019-01-02_19-58;75023
2019-01-02_19-59;73418
2019-01-02_20-00;80370
2019-01-02_20-01;77978
2019-01-02_20-02;76121
2019-01-02_20-03;78522
2019-01-02_20-04;75374
2019-01-02_20-05;76174
2019-01-02_20-06;70363
2019-01-02_20-07;78050
2019-01-02_20-08;75271
2019-01-02_20-09;74692
2019-01-02_20-10;74304
2019-01-02_20-11;69715
2019-01-02_20-12;70886
2019-01-02_20-13;76091
2019-01-02_20-14;69347
2019-01-02_20-15;69143
2019-01-02_20-16;69570
2019-01-02_20-17;71729
2019-01-02_20-18;68904
2019-01-02_20-19;70344
2019-01-02_20-20;67688
2019-01-02_20-21;72135
2019-01-02_20-22;69659
2019-01-02_20-23;65028
2019-01-02_20-24;67086
2019-01-02_20-25;67192
2019-01-02_20-26;66414
2019-01-02_20-27;62878
2019-01-02_20-28;67065
2019-01-02_20-29;66060
2019-01-02_20-30;65752
2019-01-02_20-31;63433
2019-01-02_20-32;62405
2019-01-02_20-33;65916
2019-01-02_20-34;61116
2019-01-02_20-35;65318
2019-01-02_20-36;62572
2019-01-02_20-37;61379
2019-01-02_20-38;65262
2019-01-02_20-39;62527
2019-01-02_20-40;59587
2019-01-02_20-41;62069
2019-01-02_20-42;62958
2019-01-02_20-43;59089
2019-01-02_20-44;63709
2019-01-02_20-45;60481
2019-01-02_20-46;59881
2019-01-02_20-47;62020
2019-01-02_20-48;60380
2019-01-02_20-49;61017
2019-01-02_20-50;59370
2019-01-02_20-51;63184
2019-01-02_20-52;59839
2019-01-02_20-53;59290
2019-01-02_20-54;59833
2019-01-02_20-55;61278
2019-01-02_20-56;58932
2019-01-02_20-57;60300
2019-01-02_20-58;59896
2019-01-02_20-59;58284
2019-01-02_21-00;57999
2019-01-02_21-01;60092
2019-01-02_21-02;61148
2019-01-02_21-03;58014
2019-01-02_21-04;59317
2019-01-02_21-05;60089
2019-01-02_21-06;59599
2019-01-02_21-07;59793
2019-01-02_21-08;57743
2019-01-02_21-09;59465
2019-01-02_21-10;57666
2019-01-02_21-11;60296
2019-01-02_21-12;59644
2019-01-02_21-13;57054
2019-01-02_21-14;59605
2019-01-02_21-15;57157
2019-01-02_21-16;59753
2019-01-02_21-17;56804
2019-01-02_21-18;57673
2019-01-02_21-19;57293
2019-01-02_21-20;56352
2019-01-02_21-21;60173
2019-01-02_21-22;53346
2019-01-02_21-23;56020
2019-01-02_21-24;56516
2019-01-02_21-25;55426
2019-01-02_21-26;56192
2019-01-02_21-27;54837
2019-01-02_21-28;55192
2019-01-02_21-29;55516
2019-01-02_21-30;52638
2019-01-02_21-31;53299
2019-01-02_21-32;54784
2019-01-02_21-33;55372
2019-01-02_21-34;51093
2019-01-02_21-35;55055
2019-01-02_21-36;52272
2019-01-02_21-37;53291
2019-01-02_21-38;50797
2019-01-02_21-39;53062
2019-01-02_21-40;52993
2019-01-02_21-41;51891
2019-01-02_21-42;51288
2019-01-02_21-43;51558
2019-01-02_21-44;51658
2019-01-02_21-45;51118
2019-01-02_21-46;50716
2019-01-02_21-47;52887
2019-01-02_21-48;49909
2019-01-02_21-49;51061
2019-01-02_21-50;51055
2019-01-02_21-51;48987
2019-01-02_21-52;50375
2019-01-02_21-53;50575
2019-01-02_21-54;48410
2019-01-02_21-55;51481
2019-01-02_21-56;50073
2019-01-02_21-57;47417
2019-01-02_21-58;49863
2019-01-02_21-59;52182
2019-01-02_22-00;47766
2019-01-02_22-01;50121
2019-01-02_22-02;48898
2019-01-02_22-03;48717
2019-01-02_22-04;47025
2019-01-02_22-05;49827
2019-01-02_22-06;49700
2019-01-02_22-07;45979
2019-01-02_22-08;47874
2019-01-02_22-09;48851
2019-01-02_22-10;45893
2019-01-02_22-11;48163
2019-01-02_22-12;49039
2019-01-02_22-13;46506
2019-01-02_22-14;46343
2019-01-02_22-15;45715
2019-01-02_22-16;44057
2019-01-02_22-17;41236
2019-01-02_22-18;35558
2019-01-02_22-19;45366
