anomaly_score;number_of_requests;weekday_id;dateminute
0,863230938874;196753;2;201901021247
1,38043378529;284842;1;201901221644
1,25123505688;254427;4;201901041546
1,37574357746;282305;4;201901181541
1,2872344421;30785;4;201901180118
1,15287555223;98342;6;201901271910
0,852542501099;187479;4;201812280940
1,39655404956;260492;2;201901160813
1,12792530457;228432;2;201901021634
1,12491885087;30785;6;201901270418
1,04368934175;187261;6;201901201642
0,829287134368;33901;0;201812310013
1,1082657225;240494;4;201901251259
1,46277418665;288040;1;201901220807
1,18018397335;135549;1;201901221914
0,972129838455;228487;5;201812291416
1,20066321357;247810;5;201901191124
0,921479209579;176940;0;201812311506
1,37531161054;254726;2;201901091745
1,14865823183;229996;2;201901021644
0,735908273264;65310;4;201812282113
0,701433791208;57558;0;201812241958
0,804978848024;167437;4;201812281753
1,29899068773;251869;0;201901070653
1,17436763189;50801;4;201901182319
1,23206917574;31155;0;201901210035
1,45367059942;9978;1;201901010448
1,18556157992;43009;4;201901112359
0,818683505174;194974;6;201812231221
1,04082900609;35479;6;201901202320
1,34697867709;213545;0;201901140907
1,16654260117;69549;2;201901232129
1,18935765479;236967;5;201901191103
0,92965223381;218907;3;201812271634
1,18216186654;38069;3;201901172330
1,12307189853;199221;3;201901101256
1,1393897413;41708;3;201901242315
1,24929737022;238208;4;201901111347
0,972867929073;130833;6;201901061735
0,814890872813;38801;5;201812220455
1,09759117996;182168;0;201901281006
0,739240655331;173209;0;201812241518
1,26108092184;31416;5;201901120341
0,811447957625;30315;3;201901030104
0,883944505884;85561;6;201812301908
1,48927875351;277012;0;201901141720
1,21616431494;36152;2;201901092314
0,933186559198;49383;0;201812312016
1,10815978823;237356;5;201901261231
1,38078934386;248725;2;201901091528
1,11889234604;56615;4;201901252314
1,17612425823;28638;1;201901220338
1,2375453996;79109;3;201901240523
1,15165049694;164842;0;201901141849
1,09014835968;29938;6;201901270543
0,746755723005;34488;5;201901050128
1,14524422393;234740;4;201901111800
0,960267018876;111419;6;201901061810
1,23591118281;225608;2;201901091515
0,899116992112;18553;6;201812300602
1,05810160595;243546;5;201812221233
0,845245414264;221588;5;201901051413
0,822142054678;23211;3;201812270220
1,22861647114;107113;1;201901220534
1,17602034464;24466;1;201901080127
0,933265257431;22788;0;201812310358
1,10248375777;204314;1;201901221343
1,30014023012;29143;2;201901160059
1,1737013028;87439;5;201901191943
1,14796482329;207922;2;201901161401
0,751412328371;72088;4;201812282028
1,33190393142;18233;5;201901190401
1,47538341546;292435;3;201901171732
0,77482111671;56438;4;201812280559
1,00616897458;231074;5;201812221456
1,28659367793;264691;4;201901250716
1,25781799338;227721;2;201901091510
0,774721787599;74371;4;201812280630
1,20932952438;280202;4;201901251713
1,15928983153;55610;6;201901132117
0,810907261188;140670;1;201812251027
1,17891604647;192360;2;201901091202
1,34451425614;235261;1;201901150857
1,03830696017;241686;3;201812271409
1,07053458256;63973;6;201901202106
1,11703400623;36217;1;201901082243
0,964607351973;81636;4;201812212102
1,156786228;77144;1;201901222059
1,13776901576;242711;0;201901071655
1,15572876138;51223;3;201901242245
1,09076357457;239989;5;201901261313
0,89555157045;89898;6;201812301853
1,40920329763;26645;4;201901110017
0,701401373286;58385;1;201812252116
1,10847207096;241906;5;201901261235
1,2867992861;24711;2;201901160213
1,23235314371;232497;3;201901101510
0,707251950673;29619;2;201812260122
0,816985911765;165119;6;201812301154
0,879333877732;161332;2;201901020741
1,13474736892;218006;4;201901251028
0,77019293355;120309;1;201812251422
0,716525406928;60307;2;201812262146
1,43258506076;15437;2;201901090231
1,03938039314;202680;2;201901231337
0,870795955104;199651;2;201901021221
0,701767773167;32008;2;201812260053
1,11649753139;173634;0;201901141840
0,939005492034;190408;2;201901021008
0,847284205866;24971;3;201901030256
0,829760649571;196568;6;201812231242
1,16001854809;198249;1;201901220951
0,921668637995;105461;5;201901051912
0,746044952242;48439;5;201812292255
1,08531669709;204431;4;201901251048
1,00548403459;192509;0;201901070624
1,25545641196;42185;3;201901170427
0,938035664097;212995;5;201812291540
0,769165364765;69550;6;201812230757
0,793547839814;168630;3;201812271748
1,23018032226;43983;2;201901092234
1,15777674876;29716;1;201901080049
1,06703199052;193981;1;201901221338
1,09278596993;197315;0;201901281102
1,1852253768;203810;3;201901171103
1,24016323211;25641;0;201901210108
1,11377246238;242244;5;201901191335
0,886685832937;22424;6;201812302327
1,10772354058;184292;0;201901211151
0,694106768617;31547;6;201812300520
1,09430349986;62115;5;201901192223
1,21886359183;107264;1;201901151936
0,944974261926;227914;3;201812271159
1,14193320866;33322;1;201901080414
0,779811873978;22152;1;201812250243
1,03279828515;62752;6;201901272026
0,954618211379;237919;3;201812271347
1,17058579083;130163;6;201901270944
1,28669859731;93615;4;201901110539
0,877522135413;126062;5;201812221850
0,769817215123;34823;6;201812232312
0,714095893432;62919;2;201812262110
1,19408071395;64921;4;201901112209
1,11903085083;56965;1;201901082145
1,20825543124;33005;6;201901130604
1,23897002618;99139;6;201901130908
1,14986762072;191972;3;201901101102
0,810119836256;86427;2;201812260831
0,902574492463;217995;3;201901031551
1,22294535396;94244;0;201901280525
1,14002071564;60947;5;201901122149
0,811395791848;175274;3;201901030726
1,16160607362;197328;3;201901171150
1,34171084674;24392;3;201901100241
0,741933500286;54338;3;201812272158
1,06210211197;47865;6;201901202159
1,10187919943;62472;5;201901192211
1,2721489753;282353;2;201901231647
0,690717196686;56193;0;201812242209
1,2267491563;216851;1;201901151436
0,756842000668;59912;5;201812292102
0,817482008562;39649;5;201812220519
0,751248922001;28489;4;201812280159
1,08801691269;193967;6;201901271308
1,30487792374;25055;2;201901160159
0,865268930118;40828;5;201812220129
0,813880028457;38874;5;201812220510
1,1317917605;185582;1;201901221037
1,25904782413;207120;1;201901150914
0,804043081915;29709;4;201901040208
1,18557806996;220403;5;201901190947
1,16415561819;194316;2;201901160941
1,3015235897;267657;1;201901221612
0,801865122161;165449;6;201901061239
0,820878288697;100005;0;201812241742
1,20294966288;61849;5;201901190630
1,1209834108;72628;6;201901270756
0,863068936482;210801;3;201901031747
1,07566560544;49655;5;201901192359
0,862818496779;47384;5;201812220046
1,12901423322;27582;1;201901080343
1,1838607521;216876;5;201901190944
0,826997513298;67261;5;201901052031
0,820549482996;143478;4;201812281824
1,18063019879;49727;2;201901232227
0,715278628576;54251;0;201812242151
0,822140862514;179252;6;201812301335
1,12269756212;66362;5;201901192115
0,80871616076;111987;0;201812240743
0,864485691408;62527;2;201901022039
1,19791635482;176360;1;201901151009
0,733826070507;28235;6;201812300258
1,71711235114;272718;1;201901080737
0,806490592281;170722;4;201901041826
